v_in	V(u_out)
1.670000000000001e-01	1.685695e-01
1.680000000000001e-01	1.695132e-01
1.690000000000001e-01	1.704593e-01
1.700000000000001e-01	1.714076e-01
1.710000000000001e-01	1.723581e-01
1.720000000000001e-01	1.733106e-01
1.730000000000001e-01	1.742651e-01
1.740000000000001e-01	1.752214e-01
1.750000000000001e-01	1.761796e-01
1.760000000000001e-01	1.771396e-01
1.770000000000001e-01	1.781012e-01
1.780000000000001e-01	1.790643e-01
1.790000000000001e-01	1.800290e-01
1.800000000000001e-01	1.809952e-01
1.810000000000001e-01	1.819627e-01
1.820000000000001e-01	1.829316e-01
1.830000000000001e-01	1.839018e-01
1.840000000000001e-01	1.848731e-01
1.850000000000001e-01	1.858457e-01
1.860000000000001e-01	1.868193e-01
1.870000000000001e-01	1.877941e-01
1.880000000000001e-01	1.887698e-01
1.890000000000001e-01	1.897465e-01
1.900000000000001e-01	1.907242e-01
1.910000000000001e-01	1.917028e-01
1.920000000000001e-01	1.926822e-01
1.930000000000001e-01	1.936624e-01
1.940000000000001e-01	1.946434e-01
1.950000000000001e-01	1.956252e-01
1.960000000000001e-01	1.966076e-01
1.970000000000001e-01	1.975908e-01
1.980000000000001e-01	1.985746e-01
1.990000000000001e-01	1.995590e-01
2.000000000000001e-01	2.005441e-01
2.010000000000002e-01	2.015297e-01
2.020000000000002e-01	2.025158e-01
2.030000000000002e-01	2.035025e-01
2.040000000000002e-01	2.044897e-01
2.050000000000002e-01	2.054774e-01
2.060000000000002e-01	2.064655e-01
2.070000000000002e-01	2.074541e-01
2.080000000000002e-01	2.084431e-01
2.090000000000002e-01	2.094325e-01
2.100000000000002e-01	2.104222e-01
2.110000000000002e-01	2.114124e-01
2.120000000000002e-01	2.124029e-01
2.130000000000002e-01	2.133938e-01
2.140000000000002e-01	2.143849e-01
2.150000000000002e-01	2.153764e-01
2.160000000000002e-01	2.163682e-01
2.170000000000002e-01	2.173603e-01
2.180000000000002e-01	2.183527e-01
2.190000000000002e-01	2.193453e-01
2.200000000000002e-01	2.203382e-01
2.210000000000002e-01	2.213313e-01
2.220000000000002e-01	2.223247e-01
2.230000000000002e-01	2.233182e-01
2.240000000000002e-01	2.243121e-01
2.250000000000002e-01	2.253061e-01
2.260000000000002e-01	2.263003e-01
2.270000000000002e-01	2.272947e-01
2.280000000000002e-01	2.282893e-01
2.290000000000002e-01	2.292840e-01
2.300000000000002e-01	2.302790e-01
2.310000000000002e-01	2.312741e-01
2.320000000000002e-01	2.322693e-01
2.330000000000002e-01	2.332647e-01
2.340000000000002e-01	2.342603e-01
2.350000000000002e-01	2.352560e-01
2.360000000000002e-01	2.362518e-01
2.370000000000002e-01	2.372477e-01
2.380000000000002e-01	2.382438e-01
2.390000000000002e-01	2.392400e-01
2.400000000000002e-01	2.402363e-01
2.410000000000002e-01	2.412328e-01
2.420000000000002e-01	2.422293e-01
2.430000000000002e-01	2.432259e-01
2.440000000000002e-01	2.442227e-01
2.450000000000002e-01	2.452195e-01
2.460000000000002e-01	2.462164e-01
2.470000000000002e-01	2.472135e-01
2.480000000000002e-01	2.482106e-01
2.490000000000002e-01	2.492077e-01
2.500000000000002e-01	2.502050e-01
2.510000000000002e-01	2.512024e-01
2.520000000000002e-01	2.521998e-01
2.530000000000002e-01	2.531973e-01
2.540000000000002e-01	2.541949e-01
2.550000000000002e-01	2.551925e-01
2.560000000000002e-01	2.561902e-01
2.570000000000002e-01	2.571879e-01
2.580000000000002e-01	2.581857e-01
2.590000000000002e-01	2.591836e-01
2.600000000000002e-01	2.601815e-01
2.610000000000002e-01	2.611795e-01
2.620000000000002e-01	2.621776e-01
2.630000000000002e-01	2.631757e-01
2.640000000000002e-01	2.641738e-01
2.650000000000002e-01	2.651720e-01
2.660000000000002e-01	2.661703e-01
2.670000000000002e-01	2.671686e-01
2.680000000000002e-01	2.681669e-01
2.690000000000002e-01	2.691652e-01
2.700000000000002e-01	2.701637e-01
2.710000000000002e-01	2.711621e-01
2.720000000000002e-01	2.721606e-01
2.730000000000002e-01	2.731591e-01
2.740000000000002e-01	2.741577e-01
2.750000000000002e-01	2.751563e-01
2.760000000000002e-01	2.761549e-01
2.770000000000002e-01	2.771536e-01
2.780000000000002e-01	2.781523e-01
2.790000000000002e-01	2.791510e-01
2.800000000000002e-01	2.801497e-01
2.810000000000002e-01	2.811485e-01
2.820000000000002e-01	2.821473e-01
2.830000000000002e-01	2.831462e-01
2.840000000000002e-01	2.841450e-01
2.850000000000002e-01	2.851439e-01
2.860000000000002e-01	2.861428e-01
2.870000000000002e-01	2.871418e-01
2.880000000000002e-01	2.881407e-01
2.890000000000002e-01	2.891397e-01
2.900000000000002e-01	2.901387e-01
2.910000000000002e-01	2.911378e-01
2.920000000000002e-01	2.921368e-01
2.930000000000002e-01	2.931359e-01
2.940000000000002e-01	2.941350e-01
2.950000000000002e-01	2.951341e-01
2.960000000000002e-01	2.961332e-01
2.970000000000002e-01	2.971324e-01
2.980000000000002e-01	2.981315e-01
2.990000000000002e-01	2.991307e-01
3.000000000000002e-01	3.001299e-01
3.010000000000002e-01	3.011291e-01
3.020000000000002e-01	3.021283e-01
3.030000000000002e-01	3.031276e-01
3.040000000000002e-01	3.041269e-01
3.050000000000002e-01	3.051261e-01
3.060000000000002e-01	3.061254e-01
3.070000000000002e-01	3.071247e-01
3.080000000000002e-01	3.081240e-01
3.090000000000002e-01	3.091234e-01
3.100000000000002e-01	3.101227e-01
3.110000000000002e-01	3.111221e-01
3.120000000000002e-01	3.121214e-01
3.130000000000002e-01	3.131208e-01
3.140000000000002e-01	3.141202e-01
3.150000000000002e-01	3.151196e-01
3.160000000000002e-01	3.161190e-01
3.170000000000002e-01	3.171184e-01
3.180000000000002e-01	3.181179e-01
3.190000000000002e-01	3.191173e-01
3.200000000000002e-01	3.201168e-01
3.210000000000002e-01	3.211162e-01
3.220000000000002e-01	3.221157e-01
3.230000000000002e-01	3.231152e-01
3.240000000000002e-01	3.241147e-01
3.250000000000002e-01	3.251142e-01
3.260000000000002e-01	3.261137e-01
3.270000000000002e-01	3.271132e-01
3.280000000000002e-01	3.281127e-01
3.290000000000002e-01	3.291122e-01
3.300000000000002e-01	3.301118e-01
3.310000000000002e-01	3.311113e-01
3.320000000000002e-01	3.321109e-01
3.330000000000002e-01	3.331105e-01
3.340000000000002e-01	3.341100e-01
3.350000000000002e-01	3.351096e-01
3.360000000000002e-01	3.361092e-01
3.370000000000002e-01	3.371088e-01
3.380000000000002e-01	3.381083e-01
3.390000000000002e-01	3.391079e-01
3.400000000000002e-01	3.401076e-01
3.410000000000002e-01	3.411072e-01
3.420000000000002e-01	3.421068e-01
3.430000000000002e-01	3.431064e-01
3.440000000000003e-01	3.441060e-01
3.450000000000003e-01	3.451057e-01
3.460000000000003e-01	3.461053e-01
3.470000000000003e-01	3.471049e-01
3.480000000000003e-01	3.481046e-01
3.490000000000003e-01	3.491043e-01
3.500000000000003e-01	3.501039e-01
3.510000000000003e-01	3.511036e-01
3.520000000000003e-01	3.521033e-01
3.530000000000003e-01	3.531029e-01
3.540000000000003e-01	3.541026e-01
3.550000000000003e-01	3.551023e-01
3.560000000000003e-01	3.561020e-01
3.570000000000003e-01	3.571016e-01
3.580000000000003e-01	3.581014e-01
3.590000000000003e-01	3.591011e-01
3.600000000000003e-01	3.601007e-01
3.610000000000003e-01	3.611005e-01
3.620000000000003e-01	3.621002e-01
3.630000000000003e-01	3.630999e-01
3.640000000000003e-01	3.640996e-01
3.650000000000003e-01	3.650993e-01
3.660000000000003e-01	3.660991e-01
3.670000000000003e-01	3.670988e-01
3.680000000000003e-01	3.680985e-01
3.690000000000003e-01	3.690982e-01
3.700000000000003e-01	3.700980e-01
3.710000000000003e-01	3.710977e-01
3.720000000000003e-01	3.720975e-01
3.730000000000003e-01	3.730972e-01
3.740000000000003e-01	3.740970e-01
3.750000000000003e-01	3.750967e-01
3.760000000000003e-01	3.760965e-01
3.770000000000003e-01	3.770962e-01
3.780000000000003e-01	3.780960e-01
3.790000000000003e-01	3.790958e-01
3.800000000000003e-01	3.800955e-01
3.810000000000003e-01	3.810953e-01
3.820000000000003e-01	3.820951e-01
3.830000000000003e-01	3.830948e-01
3.840000000000003e-01	3.840946e-01
3.850000000000003e-01	3.850944e-01
3.860000000000003e-01	3.860942e-01
3.870000000000003e-01	3.870940e-01
3.880000000000003e-01	3.880937e-01
3.890000000000003e-01	3.890935e-01
3.900000000000003e-01	3.900933e-01
3.910000000000003e-01	3.910931e-01
3.920000000000003e-01	3.920929e-01
3.930000000000003e-01	3.930927e-01
3.940000000000003e-01	3.940925e-01
3.950000000000003e-01	3.950923e-01
3.960000000000003e-01	3.960921e-01
3.970000000000003e-01	3.970919e-01
3.980000000000003e-01	3.980917e-01
3.990000000000003e-01	3.990915e-01
4.000000000000003e-01	4.000914e-01
4.010000000000003e-01	4.010912e-01
4.020000000000003e-01	4.020910e-01
4.030000000000003e-01	4.030908e-01
4.040000000000003e-01	4.040906e-01
4.050000000000003e-01	4.050904e-01
4.060000000000003e-01	4.060902e-01
4.070000000000003e-01	4.070900e-01
4.080000000000003e-01	4.080899e-01
4.090000000000003e-01	4.090897e-01
4.100000000000003e-01	4.100895e-01
4.110000000000003e-01	4.110894e-01
4.120000000000003e-01	4.120892e-01
4.130000000000003e-01	4.130890e-01
4.140000000000003e-01	4.140888e-01
4.150000000000003e-01	4.150887e-01
4.160000000000003e-01	4.160885e-01
4.170000000000003e-01	4.170883e-01
4.180000000000003e-01	4.180882e-01
4.190000000000003e-01	4.190880e-01
4.200000000000003e-01	4.200879e-01
4.210000000000003e-01	4.210877e-01
4.220000000000003e-01	4.220876e-01
4.230000000000003e-01	4.230874e-01
4.240000000000003e-01	4.240872e-01
4.250000000000003e-01	4.250871e-01
4.260000000000003e-01	4.260869e-01
4.270000000000003e-01	4.270868e-01
4.280000000000003e-01	4.280866e-01
4.290000000000003e-01	4.290865e-01
4.300000000000003e-01	4.300863e-01
4.310000000000003e-01	4.310862e-01
4.320000000000003e-01	4.320860e-01
4.330000000000003e-01	4.330859e-01
4.340000000000003e-01	4.340857e-01
4.350000000000003e-01	4.350856e-01
4.360000000000003e-01	4.360854e-01
4.370000000000003e-01	4.370853e-01
4.380000000000003e-01	4.380852e-01
4.390000000000003e-01	4.390850e-01
4.400000000000003e-01	4.400849e-01
4.410000000000003e-01	4.410847e-01
4.420000000000003e-01	4.420846e-01
4.430000000000003e-01	4.430845e-01
4.440000000000003e-01	4.440843e-01
4.450000000000003e-01	4.450842e-01
4.460000000000003e-01	4.460841e-01
4.470000000000003e-01	4.470840e-01
4.480000000000003e-01	4.480838e-01
4.490000000000003e-01	4.490837e-01
4.500000000000003e-01	4.500836e-01
4.510000000000003e-01	4.510834e-01
4.520000000000003e-01	4.520833e-01
4.530000000000003e-01	4.530832e-01
4.540000000000003e-01	4.540830e-01
4.550000000000003e-01	4.550829e-01
4.560000000000003e-01	4.560828e-01
4.570000000000004e-01	4.570827e-01
4.580000000000004e-01	4.580825e-01
4.590000000000004e-01	4.590824e-01
4.600000000000004e-01	4.600823e-01
4.610000000000004e-01	4.610822e-01
4.620000000000004e-01	4.620820e-01
4.630000000000004e-01	4.630819e-01
4.640000000000004e-01	4.640818e-01
4.650000000000004e-01	4.650817e-01
4.660000000000004e-01	4.660816e-01
4.670000000000004e-01	4.670814e-01
4.680000000000004e-01	4.680813e-01
4.690000000000004e-01	4.690812e-01
4.700000000000004e-01	4.700811e-01
4.710000000000004e-01	4.710810e-01
4.720000000000004e-01	4.720809e-01
4.730000000000004e-01	4.730807e-01
4.740000000000004e-01	4.740806e-01
4.750000000000004e-01	4.750805e-01
4.760000000000004e-01	4.760804e-01
4.770000000000004e-01	4.770803e-01
4.780000000000004e-01	4.780802e-01
4.790000000000004e-01	4.790801e-01
4.800000000000004e-01	4.800799e-01
4.810000000000004e-01	4.810798e-01
4.820000000000004e-01	4.820797e-01
4.830000000000004e-01	4.830796e-01
4.840000000000004e-01	4.840795e-01
4.850000000000004e-01	4.850794e-01
4.860000000000004e-01	4.860793e-01
4.870000000000004e-01	4.870792e-01
4.880000000000004e-01	4.880791e-01
4.890000000000004e-01	4.890790e-01
4.900000000000004e-01	4.900789e-01
4.910000000000004e-01	4.910787e-01
4.920000000000004e-01	4.920786e-01
4.930000000000004e-01	4.930785e-01
4.940000000000004e-01	4.940784e-01
4.950000000000004e-01	4.950783e-01
4.960000000000004e-01	4.960782e-01
4.970000000000004e-01	4.970781e-01
4.980000000000004e-01	4.980780e-01
4.990000000000004e-01	4.990779e-01
5.000000000000003e-01	5.000778e-01
5.010000000000003e-01	5.010777e-01
5.020000000000003e-01	5.020776e-01
5.030000000000003e-01	5.030775e-01
5.040000000000003e-01	5.040774e-01
5.050000000000003e-01	5.050773e-01
5.060000000000003e-01	5.060772e-01
5.070000000000003e-01	5.070771e-01
5.080000000000003e-01	5.080770e-01
5.090000000000003e-01	5.090769e-01
5.100000000000003e-01	5.100768e-01
5.110000000000003e-01	5.110767e-01
5.120000000000003e-01	5.120766e-01
5.130000000000003e-01	5.130765e-01
5.140000000000003e-01	5.140764e-01
5.150000000000003e-01	5.150763e-01
5.160000000000003e-01	5.160762e-01
5.170000000000003e-01	5.170761e-01
5.180000000000003e-01	5.180760e-01
5.190000000000003e-01	5.190759e-01
5.200000000000004e-01	5.200759e-01
5.210000000000004e-01	5.210757e-01
5.220000000000004e-01	5.220757e-01
5.230000000000004e-01	5.230756e-01
5.240000000000004e-01	5.240754e-01
5.250000000000004e-01	5.250754e-01
5.260000000000004e-01	5.260753e-01
5.270000000000004e-01	5.270752e-01
5.280000000000004e-01	5.280751e-01
5.290000000000004e-01	5.290750e-01
5.300000000000004e-01	5.300749e-01
5.310000000000004e-01	5.310748e-01
5.320000000000004e-01	5.320747e-01
5.330000000000004e-01	5.330746e-01
5.340000000000004e-01	5.340745e-01
5.350000000000004e-01	5.350745e-01
5.360000000000004e-01	5.360743e-01
5.370000000000004e-01	5.370743e-01
5.380000000000004e-01	5.380742e-01
5.390000000000004e-01	5.390741e-01
5.400000000000004e-01	5.400740e-01
5.410000000000004e-01	5.410739e-01
5.420000000000004e-01	5.420738e-01
5.430000000000004e-01	5.430737e-01
5.440000000000004e-01	5.440736e-01
5.450000000000004e-01	5.450736e-01
5.460000000000004e-01	5.460734e-01
5.470000000000004e-01	5.470734e-01
5.480000000000004e-01	5.480733e-01
5.490000000000004e-01	5.490732e-01
5.500000000000004e-01	5.500731e-01
5.510000000000004e-01	5.510730e-01
5.520000000000004e-01	5.520729e-01
5.530000000000004e-01	5.530729e-01
5.540000000000004e-01	5.540727e-01
5.550000000000004e-01	5.550727e-01
5.560000000000004e-01	5.560726e-01
5.570000000000004e-01	5.570725e-01
5.580000000000004e-01	5.580724e-01
5.590000000000004e-01	5.590723e-01
5.600000000000004e-01	5.600722e-01
5.610000000000004e-01	5.610722e-01
5.620000000000004e-01	5.620721e-01
5.630000000000004e-01	5.630720e-01
5.640000000000004e-01	5.640719e-01
5.650000000000004e-01	5.650718e-01
5.660000000000004e-01	5.660717e-01
5.670000000000004e-01	5.670717e-01
5.680000000000004e-01	5.680716e-01
5.690000000000004e-01	5.690715e-01
5.700000000000004e-01	5.700714e-01
5.710000000000004e-01	5.710713e-01
5.720000000000004e-01	5.720713e-01
5.730000000000004e-01	5.730712e-01
5.740000000000004e-01	5.740711e-01
5.750000000000004e-01	5.750710e-01
5.760000000000004e-01	5.760709e-01
5.770000000000004e-01	5.770708e-01
5.780000000000004e-01	5.780708e-01
5.790000000000004e-01	5.790707e-01
5.800000000000004e-01	5.800706e-01
5.810000000000004e-01	5.810705e-01
5.820000000000004e-01	5.820704e-01
5.830000000000004e-01	5.830703e-01
5.840000000000004e-01	5.840703e-01
5.850000000000004e-01	5.850702e-01
5.860000000000004e-01	5.860701e-01
5.870000000000004e-01	5.870700e-01
5.880000000000004e-01	5.880700e-01
5.890000000000004e-01	5.890698e-01
5.900000000000004e-01	5.900698e-01
5.910000000000004e-01	5.910697e-01
5.920000000000004e-01	5.920696e-01
5.930000000000004e-01	5.930696e-01
5.940000000000004e-01	5.940695e-01
5.950000000000004e-01	5.950694e-01
5.960000000000004e-01	5.960693e-01
5.970000000000004e-01	5.970693e-01
5.980000000000004e-01	5.980691e-01
5.990000000000004e-01	5.990691e-01
6.000000000000004e-01	6.000690e-01
6.010000000000004e-01	6.010689e-01
6.020000000000004e-01	6.020688e-01
6.030000000000004e-01	6.030688e-01
6.040000000000004e-01	6.040687e-01
6.050000000000004e-01	6.050686e-01
6.060000000000004e-01	6.060686e-01
6.070000000000004e-01	6.070685e-01
6.080000000000004e-01	6.080684e-01
6.090000000000004e-01	6.090683e-01
6.100000000000004e-01	6.100683e-01
6.110000000000004e-01	6.110681e-01
6.120000000000004e-01	6.120681e-01
6.130000000000004e-01	6.130680e-01
6.140000000000004e-01	6.140679e-01
6.150000000000004e-01	6.150678e-01
6.160000000000004e-01	6.160678e-01
6.170000000000004e-01	6.170677e-01
6.180000000000004e-01	6.180676e-01
6.190000000000004e-01	6.190675e-01
6.200000000000004e-01	6.200675e-01
6.210000000000004e-01	6.210674e-01
6.220000000000004e-01	6.220673e-01
6.230000000000004e-01	6.230673e-01
6.240000000000004e-01	6.240672e-01
6.250000000000004e-01	6.250671e-01
6.260000000000004e-01	6.260670e-01
6.270000000000004e-01	6.270670e-01
6.280000000000004e-01	6.280669e-01
6.290000000000004e-01	6.290668e-01
6.300000000000004e-01	6.300668e-01
6.310000000000004e-01	6.310667e-01
6.320000000000005e-01	6.320666e-01
6.330000000000005e-01	6.330665e-01
6.340000000000005e-01	6.340665e-01
6.350000000000005e-01	6.350664e-01
6.360000000000005e-01	6.360663e-01
6.370000000000005e-01	6.370662e-01
6.380000000000005e-01	6.380662e-01
6.390000000000005e-01	6.390661e-01
6.400000000000005e-01	6.400660e-01
6.410000000000005e-01	6.410660e-01
6.420000000000005e-01	6.420659e-01
6.430000000000005e-01	6.430658e-01
6.440000000000005e-01	6.440657e-01
6.450000000000005e-01	6.450657e-01
6.460000000000005e-01	6.460656e-01
6.470000000000005e-01	6.470655e-01
6.480000000000005e-01	6.480654e-01
6.490000000000005e-01	6.490654e-01
6.500000000000005e-01	6.500653e-01
6.510000000000005e-01	6.510652e-01
6.520000000000005e-01	6.520652e-01
6.530000000000005e-01	6.530651e-01
6.540000000000005e-01	6.540650e-01
6.550000000000005e-01	6.550649e-01
6.560000000000005e-01	6.560649e-01
6.570000000000005e-01	6.570648e-01
6.580000000000005e-01	6.580647e-01
6.590000000000005e-01	6.590647e-01
6.600000000000005e-01	6.600646e-01
6.610000000000005e-01	6.610645e-01
6.620000000000005e-01	6.620644e-01
6.630000000000005e-01	6.630644e-01
6.640000000000005e-01	6.640643e-01
6.650000000000005e-01	6.650642e-01
6.660000000000005e-01	6.660641e-01
6.670000000000005e-01	6.670641e-01
6.680000000000005e-01	6.680640e-01
6.690000000000005e-01	6.690639e-01
6.700000000000005e-01	6.700639e-01
6.710000000000005e-01	6.710638e-01
6.720000000000005e-01	6.720637e-01
6.730000000000005e-01	6.730637e-01
6.740000000000005e-01	6.740636e-01
6.750000000000005e-01	6.750636e-01
6.760000000000005e-01	6.760635e-01
6.770000000000005e-01	6.770634e-01
6.780000000000005e-01	6.780633e-01
6.790000000000005e-01	6.790633e-01
6.800000000000005e-01	6.800632e-01
6.810000000000005e-01	6.810631e-01
6.820000000000005e-01	6.820630e-01
6.830000000000005e-01	6.830630e-01
6.840000000000005e-01	6.840629e-01
6.850000000000005e-01	6.850628e-01
6.860000000000005e-01	6.860628e-01
6.870000000000005e-01	6.870627e-01
6.880000000000005e-01	6.880627e-01
6.890000000000005e-01	6.890626e-01
6.900000000000005e-01	6.900625e-01
6.910000000000005e-01	6.910625e-01
6.920000000000005e-01	6.920624e-01
6.930000000000005e-01	6.930623e-01
6.940000000000005e-01	6.940622e-01
6.950000000000005e-01	6.950622e-01
6.960000000000005e-01	6.960621e-01
6.970000000000005e-01	6.970621e-01
6.980000000000005e-01	6.980620e-01
6.990000000000005e-01	6.990619e-01
7.000000000000005e-01	7.000619e-01
7.010000000000005e-01	7.010618e-01
7.020000000000005e-01	7.020617e-01
7.030000000000005e-01	7.030616e-01
7.040000000000005e-01	7.040616e-01
7.050000000000005e-01	7.050615e-01
7.060000000000005e-01	7.060615e-01
7.070000000000005e-01	7.070614e-01
7.080000000000005e-01	7.080613e-01
7.090000000000005e-01	7.090613e-01
7.100000000000005e-01	7.100612e-01
7.110000000000005e-01	7.110611e-01
7.120000000000005e-01	7.120610e-01
7.130000000000005e-01	7.130610e-01
7.140000000000005e-01	7.140610e-01
7.150000000000005e-01	7.150609e-01
7.160000000000005e-01	7.160608e-01
7.170000000000005e-01	7.170607e-01
7.180000000000005e-01	7.180607e-01
7.190000000000005e-01	7.190606e-01
7.200000000000005e-01	7.200606e-01
7.210000000000005e-01	7.210605e-01
7.220000000000005e-01	7.220604e-01
7.230000000000005e-01	7.230604e-01
7.240000000000005e-01	7.240603e-01
7.250000000000005e-01	7.250602e-01
7.260000000000005e-01	7.260602e-01
7.270000000000005e-01	7.270601e-01
7.280000000000005e-01	7.280601e-01
7.290000000000005e-01	7.290600e-01
7.300000000000005e-01	7.300599e-01
7.310000000000005e-01	7.310598e-01
7.320000000000005e-01	7.320598e-01
7.330000000000005e-01	7.330598e-01
7.340000000000005e-01	7.340597e-01
