v_in	V(u_out)
7.350000000000005e-01	1.799098e+00
7.360000000000005e-01	1.799098e+00
7.370000000000005e-01	1.799099e+00
7.380000000000005e-01	1.799100e+00
7.390000000000005e-01	1.799101e+00
7.400000000000005e-01	1.799102e+00
7.410000000000005e-01	1.799103e+00
7.420000000000005e-01	1.799103e+00
7.430000000000005e-01	1.799104e+00
7.440000000000005e-01	1.799105e+00
7.450000000000006e-01	1.799106e+00
7.460000000000006e-01	1.799107e+00
7.470000000000006e-01	1.799107e+00
7.480000000000006e-01	1.799108e+00
7.490000000000006e-01	1.799109e+00
7.500000000000006e-01	1.799110e+00
7.510000000000006e-01	1.799111e+00
7.520000000000006e-01	1.799112e+00
7.530000000000006e-01	1.799112e+00
7.540000000000006e-01	1.799113e+00
7.550000000000006e-01	1.799114e+00
7.560000000000006e-01	1.799115e+00
7.570000000000006e-01	1.799116e+00
7.580000000000006e-01	1.799116e+00
7.590000000000006e-01	1.799117e+00
7.600000000000006e-01	1.799118e+00
7.610000000000006e-01	1.799119e+00
7.620000000000006e-01	1.799120e+00
7.630000000000006e-01	1.799120e+00
7.640000000000006e-01	1.799121e+00
7.650000000000006e-01	1.799122e+00
7.660000000000006e-01	1.799123e+00
7.670000000000006e-01	1.799124e+00
7.680000000000006e-01	1.799124e+00
7.690000000000006e-01	1.799125e+00
7.700000000000006e-01	1.799126e+00
7.710000000000006e-01	1.799127e+00
7.720000000000006e-01	1.799127e+00
7.730000000000006e-01	1.799128e+00
7.740000000000006e-01	1.799129e+00
7.750000000000006e-01	1.799130e+00
7.760000000000006e-01	1.799130e+00
7.770000000000006e-01	1.799131e+00
7.780000000000006e-01	1.799132e+00
7.790000000000006e-01	1.799133e+00
7.800000000000006e-01	1.799133e+00
7.810000000000006e-01	1.799134e+00
7.820000000000006e-01	1.799135e+00
7.830000000000006e-01	1.799135e+00
7.840000000000006e-01	1.799136e+00
7.850000000000006e-01	1.799137e+00
7.860000000000006e-01	1.799137e+00
7.870000000000006e-01	1.799138e+00
7.880000000000006e-01	1.799138e+00
7.890000000000006e-01	1.799139e+00
7.900000000000006e-01	1.799139e+00
7.910000000000006e-01	1.799139e+00
7.920000000000006e-01	1.799140e+00
7.930000000000006e-01	1.799140e+00
7.940000000000006e-01	1.799140e+00
7.950000000000006e-01	1.799140e+00
7.960000000000006e-01	1.799139e+00
7.970000000000006e-01	1.799139e+00
7.980000000000006e-01	1.799138e+00
7.990000000000006e-01	1.799136e+00
8.000000000000006e-01	1.799132e+00
8.010000000000006e-01	1.799126e+00
8.020000000000006e-01	1.799115e+00
8.030000000000006e-01	1.799091e+00
8.040000000000006e-01	1.799026e+00
8.050000000000006e-01	1.798842e+00
8.060000000000006e-01	1.798214e+00
8.070000000000006e-01	1.796360e+00
8.080000000000006e-01	1.792682e+00
8.090000000000006e-01	1.787222e+00
8.100000000000006e-01	1.780724e+00
8.110000000000006e-01	1.773463e+00
8.120000000000006e-01	1.765720e+00
8.130000000000006e-01	1.757633e+00
8.140000000000006e-01	1.749281e+00
8.150000000000006e-01	1.740714e+00
8.160000000000006e-01	1.731969e+00
8.170000000000006e-01	1.723071e+00
8.180000000000006e-01	1.714039e+00
8.190000000000006e-01	1.704886e+00
8.200000000000006e-01	1.695623e+00
8.210000000000006e-01	1.686261e+00
8.220000000000006e-01	1.676806e+00
8.230000000000006e-01	1.667268e+00
8.240000000000006e-01	1.657654e+00
8.250000000000006e-01	1.647972e+00
8.260000000000006e-01	1.638230e+00
8.270000000000006e-01	1.628439e+00
8.280000000000006e-01	1.618606e+00
8.290000000000006e-01	1.608740e+00
8.300000000000006e-01	1.598848e+00
8.310000000000006e-01	1.588936e+00
8.320000000000006e-01	1.579008e+00
8.330000000000006e-01	1.569069e+00
8.340000000000006e-01	1.559121e+00
8.350000000000006e-01	1.549167e+00
8.360000000000006e-01	1.539208e+00
8.370000000000006e-01	1.529244e+00
8.380000000000006e-01	1.519278e+00
8.390000000000006e-01	1.509309e+00
8.400000000000006e-01	1.499338e+00
8.410000000000006e-01	1.489366e+00
8.420000000000006e-01	1.479393e+00
8.430000000000006e-01	1.469418e+00
8.440000000000006e-01	1.459443e+00
8.450000000000006e-01	1.449467e+00
8.460000000000006e-01	1.439490e+00
8.470000000000006e-01	1.429513e+00
8.480000000000006e-01	1.419536e+00
8.490000000000006e-01	1.409558e+00
8.500000000000006e-01	1.399580e+00
8.510000000000006e-01	1.389602e+00
8.520000000000006e-01	1.379623e+00
8.530000000000006e-01	1.369644e+00
8.540000000000006e-01	1.359665e+00
8.550000000000006e-01	1.349686e+00
8.560000000000006e-01	1.339707e+00
8.570000000000007e-01	1.329728e+00
8.580000000000007e-01	1.319748e+00
8.590000000000007e-01	1.309769e+00
8.600000000000007e-01	1.299789e+00
8.610000000000007e-01	1.289810e+00
8.620000000000007e-01	1.279830e+00
8.630000000000007e-01	1.269850e+00
8.640000000000007e-01	1.259870e+00
8.650000000000007e-01	1.249890e+00
8.660000000000007e-01	1.239910e+00
8.670000000000007e-01	1.229930e+00
8.680000000000007e-01	1.219950e+00
8.690000000000007e-01	1.209970e+00
8.700000000000007e-01	1.199990e+00
8.710000000000007e-01	1.190010e+00
8.720000000000007e-01	1.180030e+00
8.730000000000007e-01	1.170050e+00
8.740000000000007e-01	1.160070e+00
8.750000000000007e-01	1.150090e+00
8.760000000000007e-01	1.140110e+00
8.770000000000007e-01	1.130129e+00
8.780000000000007e-01	1.120149e+00
8.790000000000007e-01	1.110169e+00
8.800000000000007e-01	1.100189e+00
8.810000000000007e-01	1.090209e+00
8.820000000000007e-01	1.080228e+00
8.830000000000007e-01	1.070248e+00
8.840000000000007e-01	1.060268e+00
8.850000000000007e-01	1.050288e+00
8.860000000000007e-01	1.040307e+00
8.870000000000007e-01	1.030327e+00
8.880000000000007e-01	1.020347e+00
8.890000000000007e-01	1.010367e+00
8.900000000000007e-01	1.000386e+00
8.910000000000007e-01	9.904060e-01
8.920000000000007e-01	9.804258e-01
8.930000000000007e-01	9.704456e-01
8.940000000000007e-01	9.604653e-01
8.950000000000007e-01	9.504851e-01
8.960000000000007e-01	9.405048e-01
8.970000000000007e-01	9.305246e-01
8.980000000000007e-01	9.205443e-01
8.990000000000007e-01	9.105641e-01
9.000000000000007e-01	9.005839e-01
9.010000000000007e-01	8.906037e-01
9.020000000000007e-01	8.806234e-01
9.030000000000007e-01	8.706432e-01
9.040000000000007e-01	8.606630e-01
9.050000000000007e-01	8.506828e-01
9.060000000000007e-01	8.407026e-01
9.070000000000007e-01	8.307224e-01
9.080000000000007e-01	8.207422e-01
9.090000000000007e-01	8.107620e-01
9.100000000000007e-01	8.007819e-01
9.110000000000007e-01	7.908018e-01
9.120000000000007e-01	7.808216e-01
9.130000000000007e-01	7.708415e-01
9.140000000000007e-01	7.608614e-01
9.150000000000007e-01	7.508813e-01
9.160000000000007e-01	7.409012e-01
9.170000000000007e-01	7.309212e-01
9.180000000000007e-01	7.209411e-01
9.190000000000007e-01	7.109611e-01
9.200000000000007e-01	7.009811e-01
9.210000000000007e-01	6.910012e-01
9.220000000000007e-01	6.810212e-01
9.230000000000007e-01	6.710413e-01
9.240000000000007e-01	6.610613e-01
9.250000000000007e-01	6.510815e-01
9.260000000000007e-01	6.411017e-01
9.270000000000007e-01	6.311219e-01
9.280000000000007e-01	6.211421e-01
9.290000000000007e-01	6.111624e-01
9.300000000000007e-01	6.011826e-01
9.310000000000007e-01	5.912030e-01
9.320000000000007e-01	5.812234e-01
9.330000000000007e-01	5.712438e-01
9.340000000000007e-01	5.612643e-01
9.350000000000007e-01	5.512849e-01
9.360000000000007e-01	5.413055e-01
9.370000000000007e-01	5.313262e-01
9.380000000000007e-01	5.213470e-01
9.390000000000007e-01	5.113679e-01
9.400000000000007e-01	5.013888e-01
9.410000000000007e-01	4.914099e-01
9.420000000000007e-01	4.814311e-01
9.430000000000007e-01	4.714524e-01
9.440000000000007e-01	4.614739e-01
9.450000000000007e-01	4.514955e-01
9.460000000000007e-01	4.415173e-01
9.470000000000007e-01	4.315392e-01
9.480000000000007e-01	4.215614e-01
9.490000000000007e-01	4.115838e-01
9.500000000000007e-01	4.016065e-01
9.510000000000007e-01	3.916296e-01
9.520000000000007e-01	3.816530e-01
9.530000000000007e-01	3.716768e-01
9.540000000000007e-01	3.617010e-01
9.550000000000007e-01	3.517259e-01
9.560000000000007e-01	3.417514e-01
9.570000000000007e-01	3.317777e-01
9.580000000000007e-01	3.218050e-01
9.590000000000007e-01	3.118333e-01
9.600000000000007e-01	3.018630e-01
9.610000000000007e-01	2.918944e-01
9.620000000000007e-01	2.819279e-01
9.630000000000007e-01	2.719639e-01
9.640000000000007e-01	2.620032e-01
9.650000000000007e-01	2.520468e-01
9.660000000000007e-01	2.420957e-01
9.670000000000007e-01	2.321518e-01
9.680000000000007e-01	2.222175e-01
9.690000000000007e-01	2.122959e-01
9.700000000000008e-01	2.023916e-01
9.710000000000008e-01	1.925109e-01
9.720000000000008e-01	1.826622e-01
9.730000000000008e-01	1.728569e-01
9.740000000000008e-01	1.631094e-01
9.750000000000008e-01	1.534380e-01
9.760000000000008e-01	1.438646e-01
9.770000000000008e-01	1.344145e-01
9.780000000000008e-01	1.251170e-01
9.790000000000008e-01	1.160049e-01
9.800000000000008e-01	1.071153e-01
9.810000000000008e-01	9.848981e-02
9.820000000000008e-01	9.017515e-02
9.830000000000008e-01	8.222260e-02
9.840000000000008e-01	7.468645e-02
9.850000000000008e-01	6.762087e-02
9.860000000000008e-01	6.107498e-02
9.870000000000008e-01	5.508686e-02
9.880000000000008e-01	4.967813e-02
9.890000000000008e-01	4.485080e-02
9.900000000000008e-01	4.058769e-02
9.910000000000008e-01	3.685611e-02
9.920000000000008e-01	3.361341e-02
9.930000000000008e-01	3.081294e-02
9.940000000000008e-01	2.840980e-02
9.950000000000008e-01	2.636666e-02
9.960000000000008e-01	2.466045e-02
9.970000000000008e-01	2.328813e-02
9.980000000000008e-01	2.225465e-02
9.990000000000008e-01	2.153300e-02
1.000000000000001e+00	2.105455e-02
1.001000000000001e+00	2.073393e-02
1.002000000000000e+00	2.050031e-02
1.003000000000000e+00	2.031656e-02
1.004000000000000e+00	2.016669e-02
1.005000000000000e+00	2.004092e-02
1.006000000000000e+00	1.993261e-02
1.007000000000000e+00	1.983738e-02
1.008000000000000e+00	1.975227e-02
1.009000000000000e+00	1.967519e-02
1.010000000000000e+00	1.960460e-02
1.010999999999999e+00	1.953938e-02
1.011999999999999e+00	1.947866e-02
1.012999999999999e+00	1.942177e-02
1.013999999999999e+00	1.936818e-02
1.014999999999999e+00	1.931745e-02
1.015999999999999e+00	1.926923e-02
1.016999999999999e+00	1.922324e-02
1.017999999999999e+00	1.917924e-02
1.018999999999999e+00	1.913701e-02
1.019999999999998e+00	1.909640e-02
1.020999999999998e+00	1.905724e-02
1.021999999999998e+00	1.901941e-02
1.022999999999998e+00	1.898280e-02
1.023999999999998e+00	1.894731e-02
1.024999999999998e+00	1.891286e-02
1.025999999999998e+00	1.887936e-02
1.026999999999998e+00	1.884675e-02
1.027999999999998e+00	1.881498e-02
1.028999999999997e+00	1.878398e-02
1.029999999999997e+00	1.875370e-02
1.030999999999997e+00	1.872411e-02
1.031999999999997e+00	1.869516e-02
1.032999999999997e+00	1.866682e-02
1.033999999999997e+00	1.863905e-02
1.034999999999997e+00	1.861183e-02
1.035999999999997e+00	1.858512e-02
1.036999999999997e+00	1.855889e-02
1.037999999999996e+00	1.853313e-02
1.038999999999996e+00	1.850782e-02
1.039999999999996e+00	1.848292e-02
1.040999999999996e+00	1.845844e-02
1.041999999999996e+00	1.843433e-02
1.042999999999996e+00	1.841060e-02
1.043999999999996e+00	1.838722e-02
1.044999999999996e+00	1.836419e-02
1.045999999999996e+00	1.834148e-02
1.046999999999995e+00	1.831909e-02
1.047999999999995e+00	1.829699e-02
1.048999999999995e+00	1.827519e-02
1.049999999999995e+00	1.825368e-02
1.050999999999995e+00	1.823243e-02
1.051999999999995e+00	1.821145e-02
1.052999999999995e+00	1.819072e-02
1.053999999999995e+00	1.817024e-02
1.054999999999995e+00	1.815000e-02
1.055999999999994e+00	1.812998e-02
1.056999999999994e+00	1.811019e-02
1.057999999999994e+00	1.809062e-02
1.058999999999994e+00	1.807126e-02
1.059999999999994e+00	1.805210e-02
1.060999999999994e+00	1.803314e-02
1.061999999999994e+00	1.801437e-02
1.062999999999994e+00	1.799580e-02
1.063999999999994e+00	1.797740e-02
1.064999999999994e+00	1.795918e-02
1.065999999999993e+00	1.794114e-02
1.066999999999993e+00	1.792327e-02
1.067999999999993e+00	1.790556e-02
1.068999999999993e+00	1.788802e-02
1.069999999999993e+00	1.787063e-02
1.070999999999993e+00	1.785339e-02
1.071999999999993e+00	1.783631e-02
1.072999999999993e+00	1.781937e-02
1.073999999999993e+00	1.780258e-02
1.074999999999992e+00	1.778593e-02
1.075999999999992e+00	1.776941e-02
1.076999999999992e+00	1.775303e-02
1.077999999999992e+00	1.773678e-02
1.078999999999992e+00	1.772066e-02
1.079999999999992e+00	1.770467e-02
1.080999999999992e+00	1.768880e-02
1.081999999999992e+00	1.767305e-02
1.082999999999992e+00	1.765743e-02
1.083999999999991e+00	1.764192e-02
1.084999999999991e+00	1.762653e-02
1.085999999999991e+00	1.761125e-02
1.086999999999991e+00	1.759608e-02
1.087999999999991e+00	1.758102e-02
1.088999999999991e+00	1.756606e-02
1.089999999999991e+00	1.755122e-02
1.090999999999991e+00	1.753647e-02
1.091999999999991e+00	1.752183e-02
1.092999999999990e+00	1.750729e-02
1.093999999999990e+00	1.749285e-02
1.094999999999990e+00	1.747851e-02
1.095999999999990e+00	1.746426e-02
1.096999999999990e+00	1.745011e-02
1.097999999999990e+00	1.743605e-02
1.098999999999990e+00	1.742209e-02
1.099999999999990e+00	1.740821e-02
1.100999999999990e+00	1.739442e-02
1.101999999999989e+00	1.738072e-02
1.102999999999989e+00	1.736711e-02
1.103999999999989e+00	1.735358e-02
1.104999999999989e+00	1.734014e-02
1.105999999999989e+00	1.732679e-02
1.106999999999989e+00	1.731351e-02
1.107999999999989e+00	1.730032e-02
1.108999999999989e+00	1.728721e-02
1.109999999999989e+00	1.727417e-02
1.110999999999988e+00	1.726122e-02
1.111999999999988e+00	1.724834e-02
1.112999999999988e+00	1.723555e-02
1.113999999999988e+00	1.722282e-02
1.114999999999988e+00	1.721018e-02
1.115999999999988e+00	1.719760e-02
1.116999999999988e+00	1.718510e-02
1.117999999999988e+00	1.717268e-02
1.118999999999988e+00	1.716032e-02
1.119999999999987e+00	1.714804e-02
1.120999999999987e+00	1.713583e-02
1.121999999999987e+00	1.712369e-02
1.122999999999987e+00	1.711161e-02
1.123999999999987e+00	1.709961e-02
1.124999999999987e+00	1.708768e-02
1.125999999999987e+00	1.707581e-02
1.126999999999987e+00	1.706401e-02
1.127999999999987e+00	1.705227e-02
1.128999999999986e+00	1.704061e-02
1.129999999999986e+00	1.702900e-02
1.130999999999986e+00	1.701746e-02
1.131999999999986e+00	1.700599e-02
1.132999999999986e+00	1.699458e-02
1.133999999999986e+00	1.698323e-02
1.134999999999986e+00	1.697195e-02
1.135999999999986e+00	1.696072e-02
1.136999999999986e+00	1.694956e-02
1.137999999999985e+00	1.693846e-02
1.138999999999985e+00	1.692742e-02
1.139999999999985e+00	1.691644e-02
1.140999999999985e+00	1.690552e-02
1.141999999999985e+00	1.689466e-02
1.142999999999985e+00	1.688386e-02
1.143999999999985e+00	1.687311e-02
1.144999999999985e+00	1.686243e-02
1.145999999999985e+00	1.685180e-02
1.146999999999984e+00	1.684123e-02
1.147999999999984e+00	1.683071e-02
1.148999999999984e+00	1.682026e-02
1.149999999999984e+00	1.680985e-02
1.150999999999984e+00	1.679951e-02
1.151999999999984e+00	1.678922e-02
1.152999999999984e+00	1.677898e-02
1.153999999999984e+00	1.676880e-02
1.154999999999984e+00	1.675867e-02
1.155999999999983e+00	1.674860e-02
1.156999999999983e+00	1.673858e-02
1.157999999999983e+00	1.672861e-02
1.158999999999983e+00	1.671870e-02
1.159999999999983e+00	1.670883e-02
1.160999999999983e+00	1.669902e-02
1.161999999999983e+00	1.668927e-02
1.162999999999983e+00	1.667956e-02
1.163999999999983e+00	1.666990e-02
1.164999999999982e+00	1.666030e-02
1.165999999999982e+00	1.665074e-02
1.166999999999982e+00	1.664123e-02
1.167999999999982e+00	1.663178e-02
1.168999999999982e+00	1.662237e-02
1.169999999999982e+00	1.661302e-02
1.170999999999982e+00	1.660371e-02
1.171999999999982e+00	1.659445e-02
1.172999999999982e+00	1.658523e-02
1.173999999999982e+00	1.657607e-02
1.174999999999981e+00	1.656695e-02
1.175999999999981e+00	1.655788e-02
1.176999999999981e+00	1.654886e-02
1.177999999999981e+00	1.653988e-02
1.178999999999981e+00	1.653096e-02
1.179999999999981e+00	1.652207e-02
1.180999999999981e+00	1.651323e-02
1.181999999999981e+00	1.650444e-02
1.182999999999981e+00	1.649569e-02
1.183999999999980e+00	1.648699e-02
1.184999999999980e+00	1.647833e-02
1.185999999999980e+00	1.646972e-02
1.186999999999980e+00	1.646115e-02
1.187999999999980e+00	1.645262e-02
1.188999999999980e+00	1.644414e-02
1.189999999999980e+00	1.643570e-02
1.190999999999980e+00	1.642730e-02
1.191999999999980e+00	1.641895e-02
1.192999999999979e+00	1.641064e-02
1.193999999999979e+00	1.640237e-02
1.194999999999979e+00	1.639414e-02
1.195999999999979e+00	1.638595e-02
1.196999999999979e+00	1.637781e-02
1.197999999999979e+00	1.636971e-02
1.198999999999979e+00	1.636164e-02
1.199999999999979e+00	1.635362e-02
1.200999999999979e+00	1.634564e-02
1.201999999999978e+00	1.633770e-02
1.202999999999978e+00	1.632980e-02
1.203999999999978e+00	1.632193e-02
1.204999999999978e+00	1.631411e-02
1.205999999999978e+00	1.630633e-02
1.206999999999978e+00	1.629858e-02
1.207999999999978e+00	1.629088e-02
1.208999999999978e+00	1.628321e-02
1.209999999999978e+00	1.627558e-02
1.210999999999977e+00	1.626799e-02
1.211999999999977e+00	1.626043e-02
1.212999999999977e+00	1.625291e-02
1.213999999999977e+00	1.624543e-02
1.214999999999977e+00	1.623799e-02
1.215999999999977e+00	1.623059e-02
1.216999999999977e+00	1.622321e-02
1.217999999999977e+00	1.621588e-02
1.218999999999977e+00	1.620859e-02
1.219999999999976e+00	1.620132e-02
1.220999999999976e+00	1.619410e-02
1.221999999999976e+00	1.618691e-02
1.222999999999976e+00	1.617976e-02
1.223999999999976e+00	1.617263e-02
1.224999999999976e+00	1.616555e-02
1.225999999999976e+00	1.615850e-02
1.226999999999976e+00	1.615149e-02
1.227999999999976e+00	1.614450e-02
1.228999999999975e+00	1.613756e-02
1.229999999999975e+00	1.613064e-02
1.230999999999975e+00	1.612376e-02
1.231999999999975e+00	1.611692e-02
1.232999999999975e+00	1.611010e-02
1.233999999999975e+00	1.610333e-02
1.234999999999975e+00	1.609658e-02
1.235999999999975e+00	1.608986e-02
1.236999999999975e+00	1.608318e-02
1.237999999999974e+00	1.607653e-02
1.238999999999974e+00	1.606992e-02
1.239999999999974e+00	1.606333e-02
1.240999999999974e+00	1.605678e-02
1.241999999999974e+00	1.605025e-02
1.242999999999974e+00	1.604377e-02
1.243999999999974e+00	1.603731e-02
1.244999999999974e+00	1.603088e-02
1.245999999999974e+00	1.602448e-02
1.246999999999973e+00	1.601812e-02
1.247999999999973e+00	1.601178e-02
1.248999999999973e+00	1.600548e-02
1.249999999999973e+00	1.599920e-02
1.250999999999973e+00	1.599296e-02
1.251999999999973e+00	1.598674e-02
1.252999999999973e+00	1.598056e-02
1.253999999999973e+00	1.597440e-02
1.254999999999973e+00	1.596828e-02
1.255999999999972e+00	1.596218e-02
1.256999999999972e+00	1.595612e-02
1.257999999999972e+00	1.595008e-02
1.258999999999972e+00	1.594407e-02
1.259999999999972e+00	1.593809e-02
1.260999999999972e+00	1.593214e-02
1.261999999999972e+00	1.592622e-02
1.262999999999972e+00	1.592032e-02
1.263999999999972e+00	1.591446e-02
1.264999999999971e+00	1.590862e-02
1.265999999999971e+00	1.590281e-02
1.266999999999971e+00	1.589703e-02
1.267999999999971e+00	1.589127e-02
1.268999999999971e+00	1.588554e-02
1.269999999999971e+00	1.587985e-02
1.270999999999971e+00	1.587417e-02
1.271999999999971e+00	1.586853e-02
1.272999999999971e+00	1.586291e-02
1.273999999999970e+00	1.585732e-02
1.274999999999970e+00	1.585175e-02
1.275999999999970e+00	1.584622e-02
1.276999999999970e+00	1.584071e-02
1.277999999999970e+00	1.583522e-02
1.278999999999970e+00	1.582976e-02
1.279999999999970e+00	1.582433e-02
1.280999999999970e+00	1.581893e-02
1.281999999999970e+00	1.581355e-02
1.282999999999969e+00	1.580819e-02
1.283999999999969e+00	1.580286e-02
1.284999999999969e+00	1.579756e-02
1.285999999999969e+00	1.579228e-02
1.286999999999969e+00	1.578703e-02
1.287999999999969e+00	1.578180e-02
1.288999999999969e+00	1.577660e-02
1.289999999999969e+00	1.577143e-02
1.290999999999969e+00	1.576628e-02
1.291999999999969e+00	1.576115e-02
1.292999999999968e+00	1.575605e-02
1.293999999999968e+00	1.575097e-02
1.294999999999968e+00	1.574592e-02
1.295999999999968e+00	1.574089e-02
1.296999999999968e+00	1.573589e-02
1.297999999999968e+00	1.573091e-02
1.298999999999968e+00	1.572596e-02
1.299999999999968e+00	1.572103e-02
1.300999999999968e+00	1.571612e-02
1.301999999999967e+00	1.571124e-02
1.302999999999967e+00	1.570638e-02
1.303999999999967e+00	1.570154e-02
1.304999999999967e+00	1.569673e-02
1.305999999999967e+00	1.569195e-02
1.306999999999967e+00	1.568718e-02
1.307999999999967e+00	1.568244e-02
1.308999999999967e+00	1.567772e-02
1.309999999999967e+00	1.567303e-02
1.310999999999966e+00	1.566836e-02
1.311999999999966e+00	1.566371e-02
1.312999999999966e+00	1.565909e-02
1.313999999999966e+00	1.565449e-02
1.314999999999966e+00	1.564991e-02
1.315999999999966e+00	1.564535e-02
1.316999999999966e+00	1.564082e-02
1.317999999999966e+00	1.563631e-02
1.318999999999966e+00	1.563182e-02
1.319999999999965e+00	1.562735e-02
1.320999999999965e+00	1.562291e-02
1.321999999999965e+00	1.561849e-02
1.322999999999965e+00	1.561409e-02
1.323999999999965e+00	1.560971e-02
1.324999999999965e+00	1.560536e-02
1.325999999999965e+00	1.560103e-02
1.326999999999965e+00	1.559672e-02
1.327999999999965e+00	1.559243e-02
1.328999999999964e+00	1.558816e-02
1.329999999999964e+00	1.558392e-02
1.330999999999964e+00	1.557970e-02
1.331999999999964e+00	1.557550e-02
1.332999999999964e+00	1.557132e-02
1.333999999999964e+00	1.556716e-02
1.334999999999964e+00	1.556302e-02
1.335999999999964e+00	1.555891e-02
1.336999999999964e+00	1.555482e-02
1.337999999999963e+00	1.555074e-02
1.338999999999963e+00	1.554669e-02
1.339999999999963e+00	1.554267e-02
1.340999999999963e+00	1.553866e-02
1.341999999999963e+00	1.553467e-02
1.342999999999963e+00	1.553071e-02
1.343999999999963e+00	1.552676e-02
1.344999999999963e+00	1.552284e-02
1.345999999999963e+00	1.551893e-02
1.346999999999962e+00	1.551505e-02
1.347999999999962e+00	1.551119e-02
1.348999999999962e+00	1.550735e-02
1.349999999999962e+00	1.550353e-02
1.350999999999962e+00	1.549973e-02
1.351999999999962e+00	1.549595e-02
1.352999999999962e+00	1.549220e-02
1.353999999999962e+00	1.548846e-02
1.354999999999962e+00	1.548474e-02
1.355999999999961e+00	1.548105e-02
1.356999999999961e+00	1.547737e-02
1.357999999999961e+00	1.547372e-02
1.358999999999961e+00	1.547008e-02
1.359999999999961e+00	1.546647e-02
1.360999999999961e+00	1.546287e-02
1.361999999999961e+00	1.545930e-02
1.362999999999961e+00	1.545575e-02
1.363999999999961e+00	1.545221e-02
1.364999999999960e+00	1.544870e-02
1.365999999999960e+00	1.544520e-02
1.366999999999960e+00	1.544173e-02
1.367999999999960e+00	1.543828e-02
1.368999999999960e+00	1.543484e-02
1.369999999999960e+00	1.543143e-02
1.370999999999960e+00	1.542804e-02
1.371999999999960e+00	1.542466e-02
1.372999999999960e+00	1.542131e-02
1.373999999999959e+00	1.541797e-02
1.374999999999959e+00	1.541466e-02
1.375999999999959e+00	1.541136e-02
1.376999999999959e+00	1.540809e-02
1.377999999999959e+00	1.540483e-02
1.378999999999959e+00	1.540160e-02
1.379999999999959e+00	1.539838e-02
1.380999999999959e+00	1.539518e-02
1.381999999999959e+00	1.539201e-02
1.382999999999958e+00	1.538885e-02
1.383999999999958e+00	1.538571e-02
1.384999999999958e+00	1.538259e-02
1.385999999999958e+00	1.537949e-02
1.386999999999958e+00	1.537641e-02
1.387999999999958e+00	1.537335e-02
1.388999999999958e+00	1.537031e-02
1.389999999999958e+00	1.536729e-02
1.390999999999958e+00	1.536429e-02
1.391999999999957e+00	1.536130e-02
1.392999999999957e+00	1.535834e-02
1.393999999999957e+00	1.535539e-02
1.394999999999957e+00	1.535247e-02
1.395999999999957e+00	1.534956e-02
1.396999999999957e+00	1.534667e-02
1.397999999999957e+00	1.534381e-02
1.398999999999957e+00	1.534096e-02
1.399999999999957e+00	1.533813e-02
1.400999999999957e+00	1.533531e-02
1.401999999999956e+00	1.533252e-02
1.402999999999956e+00	1.532975e-02
1.403999999999956e+00	1.532700e-02
1.404999999999956e+00	1.532426e-02
1.405999999999956e+00	1.532154e-02
1.406999999999956e+00	1.531885e-02
1.407999999999956e+00	1.531617e-02
1.408999999999956e+00	1.531351e-02
1.409999999999956e+00	1.531087e-02
1.410999999999955e+00	1.530824e-02
1.411999999999955e+00	1.530564e-02
1.412999999999955e+00	1.530305e-02
1.413999999999955e+00	1.530049e-02
1.414999999999955e+00	1.529794e-02
1.415999999999955e+00	1.529541e-02
1.416999999999955e+00	1.529290e-02
1.417999999999955e+00	1.529041e-02
1.418999999999955e+00	1.528794e-02
1.419999999999954e+00	1.528548e-02
1.420999999999954e+00	1.528305e-02
1.421999999999954e+00	1.528063e-02
1.422999999999954e+00	1.527823e-02
1.423999999999954e+00	1.527585e-02
1.424999999999954e+00	1.527349e-02
1.425999999999954e+00	1.527115e-02
1.426999999999954e+00	1.526882e-02
1.427999999999954e+00	1.526651e-02
1.428999999999953e+00	1.526423e-02
1.429999999999953e+00	1.526196e-02
1.430999999999953e+00	1.525970e-02
1.431999999999953e+00	1.525747e-02
1.432999999999953e+00	1.525526e-02
1.433999999999953e+00	1.525306e-02
1.434999999999953e+00	1.525088e-02
1.435999999999953e+00	1.524872e-02
1.436999999999953e+00	1.524658e-02
1.437999999999952e+00	1.524445e-02
1.438999999999952e+00	1.524235e-02
1.439999999999952e+00	1.524026e-02
1.440999999999952e+00	1.523819e-02
1.441999999999952e+00	1.523614e-02
1.442999999999952e+00	1.523410e-02
1.443999999999952e+00	1.523209e-02
1.444999999999952e+00	1.523009e-02
1.445999999999952e+00	1.522811e-02
1.446999999999951e+00	1.522614e-02
1.447999999999951e+00	1.522420e-02
1.448999999999951e+00	1.522227e-02
1.449999999999951e+00	1.522036e-02
1.450999999999951e+00	1.521847e-02
1.451999999999951e+00	1.521660e-02
1.452999999999951e+00	1.521474e-02
1.453999999999951e+00	1.521290e-02
1.454999999999951e+00	1.521108e-02
1.455999999999950e+00	1.520928e-02
1.456999999999950e+00	1.520749e-02
1.457999999999950e+00	1.520572e-02
1.458999999999950e+00	1.520397e-02
1.459999999999950e+00	1.520223e-02
1.460999999999950e+00	1.520052e-02
1.461999999999950e+00	1.519882e-02
1.462999999999950e+00	1.519714e-02
1.463999999999950e+00	1.519547e-02
1.464999999999949e+00	1.519382e-02
1.465999999999949e+00	1.519219e-02
1.466999999999949e+00	1.519058e-02
1.467999999999949e+00	1.518898e-02
1.468999999999949e+00	1.518740e-02
1.469999999999949e+00	1.518583e-02
