vcc	V(u_out)
1.204999999999977e+00	9.792852e-01
1.205999999999977e+00	9.818992e-01
1.206999999999977e+00	9.823871e-01
1.207999999999977e+00	9.817784e-01
1.208999999999977e+00	9.837750e-01
1.209999999999977e+00	9.816330e-01
1.210999999999977e+00	9.824318e-01
1.211999999999977e+00	9.839058e-01
1.212999999999977e+00	9.842950e-01
1.213999999999976e+00	9.834208e-01
1.214999999999976e+00	9.847531e-01
1.215999999999976e+00	9.866719e-01
1.216999999999976e+00	9.860365e-01
1.217999999999976e+00	9.862804e-01
1.218999999999976e+00	9.867318e-01
1.219999999999976e+00	9.866149e-01
1.220999999999976e+00	9.871731e-01
1.221999999999976e+00	9.873572e-01
1.222999999999975e+00	9.883267e-01
1.223999999999975e+00	9.893349e-01
1.224999999999975e+00	9.893277e-01
1.225999999999975e+00	9.891566e-01
1.226999999999975e+00	9.887811e-01
1.227999999999975e+00	9.904877e-01
1.228999999999975e+00	9.896418e-01
1.229999999999975e+00	9.907754e-01
1.230999999999975e+00	9.919676e-01
1.231999999999974e+00	9.925460e-01
1.232999999999974e+00	9.912230e-01
1.233999999999974e+00	9.923205e-01
1.234999999999974e+00	9.927500e-01
1.235999999999974e+00	9.930816e-01
1.236999999999974e+00	9.938600e-01
1.237999999999974e+00	9.926224e-01
1.238999999999974e+00	9.941434e-01
1.239999999999974e+00	9.950131e-01
1.240999999999973e+00	9.950815e-01
1.241999999999973e+00	9.957498e-01
1.242999999999973e+00	9.950581e-01
1.243999999999973e+00	9.964209e-01
1.244999999999973e+00	9.953656e-01
1.245999999999973e+00	9.967818e-01
1.246999999999973e+00	9.972116e-01
1.247999999999973e+00	9.981741e-01
1.248999999999973e+00	9.982478e-01
1.249999999999972e+00	9.981207e-01
1.250999999999972e+00	9.984088e-01
1.251999999999972e+00	9.995920e-01
1.252999999999972e+00	9.992189e-01
1.253999999999972e+00	9.995180e-01
1.254999999999972e+00	1.000466e+00
1.255999999999972e+00	1.000414e+00
1.256999999999972e+00	1.000827e+00
1.257999999999972e+00	1.000703e+00
1.258999999999971e+00	1.000780e+00
1.259999999999971e+00	1.000976e+00
1.260999999999971e+00	1.000801e+00
1.261999999999971e+00	1.003069e+00
1.262999999999971e+00	1.003223e+00
1.263999999999971e+00	1.003364e+00
1.264999999999971e+00	1.001936e+00
1.265999999999971e+00	1.004042e+00
1.266999999999971e+00	1.002764e+00
1.267999999999970e+00	1.004155e+00
1.268999999999970e+00	1.004223e+00
1.269999999999970e+00	1.004906e+00
1.270999999999970e+00	1.004631e+00
1.271999999999970e+00	1.005536e+00
1.272999999999970e+00	1.005588e+00
1.273999999999970e+00	1.006377e+00
1.274999999999970e+00	1.007037e+00
1.275999999999970e+00	1.007487e+00
1.276999999999969e+00	1.007632e+00
1.277999999999969e+00	1.008246e+00
1.278999999999969e+00	1.007991e+00
1.279999999999969e+00	1.007020e+00
1.280999999999969e+00	1.006939e+00
1.281999999999969e+00	1.007563e+00
1.282999999999969e+00	1.009322e+00
1.283999999999969e+00	1.008424e+00
1.284999999999969e+00	1.009356e+00
1.285999999999969e+00	1.009015e+00
1.286999999999968e+00	1.009692e+00
1.287999999999968e+00	1.009813e+00
1.288999999999968e+00	1.010482e+00
1.289999999999968e+00	1.010691e+00
1.290999999999968e+00	1.011495e+00
1.291999999999968e+00	1.010870e+00
1.292999999999968e+00	1.011706e+00
1.293999999999968e+00	1.010770e+00
1.294999999999968e+00	1.011782e+00
1.295999999999967e+00	1.012064e+00
1.296999999999967e+00	1.012027e+00
1.297999999999967e+00	1.012521e+00
1.298999999999967e+00	1.011900e+00
1.299999999999967e+00	1.013913e+00
1.300999999999967e+00	1.013088e+00
1.301999999999967e+00	1.012641e+00
1.302999999999967e+00	1.013993e+00
1.303999999999967e+00	1.013307e+00
1.304999999999966e+00	1.013711e+00
1.305999999999966e+00	1.015883e+00
1.306999999999966e+00	1.015109e+00
1.307999999999966e+00	1.014829e+00
1.308999999999966e+00	1.014198e+00
1.309999999999966e+00	1.015273e+00
1.310999999999966e+00	1.016038e+00
1.311999999999966e+00	1.016310e+00
1.312999999999966e+00	1.016953e+00
1.313999999999965e+00	1.016428e+00
1.314999999999965e+00	1.018007e+00
1.315999999999965e+00	1.017351e+00
1.316999999999965e+00	1.017134e+00
1.317999999999965e+00	1.017616e+00
1.318999999999965e+00	1.018518e+00
1.319999999999965e+00	1.016846e+00
1.320999999999965e+00	1.018640e+00
1.321999999999965e+00	1.018834e+00
1.322999999999964e+00	1.020607e+00
1.323999999999964e+00	1.019088e+00
1.324999999999964e+00	1.019944e+00
1.325999999999964e+00	1.019371e+00
1.326999999999964e+00	1.020707e+00
1.327999999999964e+00	1.019922e+00
1.328999999999964e+00	1.020365e+00
1.329999999999964e+00	1.019637e+00
1.330999999999964e+00	1.020357e+00
1.331999999999963e+00	1.019640e+00
1.332999999999963e+00	1.022828e+00
1.333999999999963e+00	1.021825e+00
1.334999999999963e+00	1.021800e+00
1.335999999999963e+00	1.021819e+00
1.336999999999963e+00	1.022854e+00
1.337999999999963e+00	1.021545e+00
1.338999999999963e+00	1.022085e+00
1.339999999999963e+00	1.022910e+00
1.340999999999962e+00	1.022429e+00
1.341999999999962e+00	1.023426e+00
1.342999999999962e+00	1.023376e+00
1.343999999999962e+00	1.023563e+00
1.344999999999962e+00	1.024613e+00
1.345999999999962e+00	1.026031e+00
1.346999999999962e+00	1.024485e+00
1.347999999999962e+00	1.023928e+00
1.348999999999962e+00	1.026063e+00
1.349999999999961e+00	1.026740e+00
1.350999999999961e+00	1.025999e+00
1.351999999999961e+00	1.025786e+00
1.352999999999961e+00	1.026709e+00
1.353999999999961e+00	1.026648e+00
1.354999999999961e+00	1.026749e+00
1.355999999999961e+00	1.025902e+00
1.356999999999961e+00	1.026576e+00
1.357999999999961e+00	1.026538e+00
1.358999999999960e+00	1.027031e+00
1.359999999999960e+00	1.027225e+00
1.360999999999960e+00	1.027802e+00
1.361999999999960e+00	1.027775e+00
1.362999999999960e+00	1.028687e+00
1.363999999999960e+00	1.028497e+00
1.364999999999960e+00	1.028286e+00
1.365999999999960e+00	1.029500e+00
1.366999999999960e+00	1.028775e+00
1.367999999999959e+00	1.030304e+00
1.368999999999959e+00	1.028621e+00
1.369999999999959e+00	1.028641e+00
1.370999999999959e+00	1.030028e+00
1.371999999999959e+00	1.030969e+00
1.372999999999959e+00	1.030272e+00
1.373999999999959e+00	1.030743e+00
1.374999999999959e+00	1.031400e+00
1.375999999999959e+00	1.032368e+00
1.376999999999958e+00	1.031457e+00
1.377999999999958e+00	1.030582e+00
1.378999999999958e+00	1.031971e+00
1.379999999999958e+00	1.032269e+00
1.380999999999958e+00	1.031751e+00
1.381999999999958e+00	1.030564e+00
1.382999999999958e+00	1.030443e+00
1.383999999999958e+00	1.032758e+00
1.384999999999958e+00	1.032356e+00
1.385999999999957e+00	1.032965e+00
1.386999999999957e+00	1.032677e+00
1.387999999999957e+00	1.033028e+00
1.388999999999957e+00	1.034057e+00
1.389999999999957e+00	1.034668e+00
1.390999999999957e+00	1.033829e+00
1.391999999999957e+00	1.033827e+00
1.392999999999957e+00	1.034372e+00
1.393999999999957e+00	1.035124e+00
1.394999999999956e+00	1.034593e+00
1.395999999999956e+00	1.034728e+00
1.396999999999956e+00	1.033560e+00
1.397999999999956e+00	1.035044e+00
1.398999999999956e+00	1.035550e+00
1.399999999999956e+00	1.035902e+00
1.400999999999956e+00	1.036747e+00
1.401999999999956e+00	1.035764e+00
1.402999999999956e+00	1.035963e+00
1.403999999999956e+00	1.036021e+00
1.404999999999955e+00	1.036625e+00
1.405999999999955e+00	1.036695e+00
1.406999999999955e+00	1.035766e+00
1.407999999999955e+00	1.037582e+00
1.408999999999955e+00	1.037228e+00
1.409999999999955e+00	1.035672e+00
1.410999999999955e+00	1.038532e+00
1.411999999999955e+00	1.037224e+00
1.412999999999955e+00	1.036850e+00
1.413999999999954e+00	1.037603e+00
1.414999999999954e+00	1.039239e+00
1.415999999999954e+00	1.037731e+00
1.416999999999954e+00	1.036924e+00
1.417999999999954e+00	1.038227e+00
1.418999999999954e+00	1.038807e+00
1.419999999999954e+00	1.039524e+00
1.420999999999954e+00	1.038971e+00
1.421999999999954e+00	1.039837e+00
1.422999999999953e+00	1.039422e+00
1.423999999999953e+00	1.038633e+00
1.424999999999953e+00	1.040159e+00
1.425999999999953e+00	1.038544e+00
1.426999999999953e+00	1.040781e+00
1.427999999999953e+00	1.038559e+00
1.428999999999953e+00	1.040904e+00
1.429999999999953e+00	1.040107e+00
1.430999999999953e+00	1.039578e+00
1.431999999999952e+00	1.040195e+00
1.432999999999952e+00	1.040068e+00
1.433999999999952e+00	1.041338e+00
1.434999999999952e+00	1.041411e+00
1.435999999999952e+00	1.041166e+00
1.436999999999952e+00	1.041572e+00
1.437999999999952e+00	1.041702e+00
1.438999999999952e+00	1.041312e+00
1.439999999999952e+00	1.041714e+00
1.440999999999951e+00	1.042241e+00
1.441999999999951e+00	1.043188e+00
1.442999999999951e+00	1.043205e+00
1.443999999999951e+00	1.042596e+00
1.444999999999951e+00	1.042050e+00
1.445999999999951e+00	1.042708e+00
1.446999999999951e+00	1.044167e+00
1.447999999999951e+00	1.041236e+00
1.448999999999951e+00	1.043630e+00
1.449999999999950e+00	1.042996e+00
1.450999999999950e+00	1.044633e+00
1.451999999999950e+00	1.044027e+00
1.452999999999950e+00	1.044633e+00
1.453999999999950e+00	1.043919e+00
1.454999999999950e+00	1.044111e+00
1.455999999999950e+00	1.044506e+00
1.456999999999950e+00	1.043095e+00
1.457999999999950e+00	1.043894e+00
1.458999999999949e+00	1.044591e+00
1.459999999999949e+00	1.044374e+00
1.460999999999949e+00	1.045280e+00
1.461999999999949e+00	1.044857e+00
1.462999999999949e+00	1.045084e+00
1.463999999999949e+00	1.045663e+00
1.464999999999949e+00	1.044380e+00
1.465999999999949e+00	1.044674e+00
1.466999999999949e+00	1.044839e+00
1.467999999999948e+00	1.045002e+00
1.468999999999948e+00	1.045518e+00
1.469999999999948e+00	1.046067e+00
1.470999999999948e+00	1.045783e+00
1.471999999999948e+00	1.044668e+00
1.472999999999948e+00	1.047163e+00
1.473999999999948e+00	1.046637e+00
1.474999999999948e+00	1.044675e+00
1.475999999999948e+00	1.046946e+00
1.476999999999947e+00	1.047537e+00
1.477999999999947e+00	1.046489e+00
1.478999999999947e+00	1.046298e+00
1.479999999999947e+00	1.046233e+00
1.480999999999947e+00	1.047813e+00
1.481999999999947e+00	1.046319e+00
1.482999999999947e+00	1.046369e+00
1.483999999999947e+00	1.046965e+00
1.484999999999947e+00	1.048271e+00
1.485999999999946e+00	1.048055e+00
1.486999999999946e+00	1.049176e+00
1.487999999999946e+00	1.048207e+00
1.488999999999946e+00	1.047583e+00
1.489999999999946e+00	1.049016e+00
1.490999999999946e+00	1.048493e+00
1.491999999999946e+00	1.047969e+00
1.492999999999946e+00	1.048403e+00
1.493999999999946e+00	1.048401e+00
1.494999999999945e+00	1.049215e+00
1.495999999999945e+00	1.047347e+00
1.496999999999945e+00	1.049701e+00
1.497999999999945e+00	1.049717e+00
1.498999999999945e+00	1.047216e+00
1.499999999999945e+00	1.048736e+00
1.500999999999945e+00	1.048800e+00
1.501999999999945e+00	1.048919e+00
1.502999999999945e+00	1.049473e+00
1.503999999999944e+00	1.049486e+00
1.504999999999944e+00	1.048882e+00
1.505999999999944e+00	1.049160e+00
1.506999999999944e+00	1.049486e+00
1.507999999999944e+00	1.050425e+00
1.508999999999944e+00	1.049623e+00
1.509999999999944e+00	1.050243e+00
1.510999999999944e+00	1.050047e+00
1.511999999999944e+00	1.050029e+00
1.512999999999944e+00	1.049754e+00
1.513999999999943e+00	1.050309e+00
1.514999999999943e+00	1.050258e+00
1.515999999999943e+00	1.050285e+00
1.516999999999943e+00	1.050805e+00
1.517999999999943e+00	1.051169e+00
1.518999999999943e+00	1.050342e+00
1.519999999999943e+00	1.050723e+00
1.520999999999943e+00	1.051044e+00
1.521999999999943e+00	1.050027e+00
1.522999999999942e+00	1.050338e+00
1.523999999999942e+00	1.050111e+00
1.524999999999942e+00	1.050017e+00
1.525999999999942e+00	1.050171e+00
1.526999999999942e+00	1.050221e+00
1.527999999999942e+00	1.050000e+00
1.528999999999942e+00	1.049917e+00
1.529999999999942e+00	1.050120e+00
1.530999999999942e+00	1.051535e+00
1.531999999999941e+00	1.052939e+00
1.532999999999941e+00	1.050900e+00
1.533999999999941e+00	1.051587e+00
1.534999999999941e+00	1.051191e+00
1.535999999999941e+00	1.051097e+00
1.536999999999941e+00	1.051723e+00
1.537999999999941e+00	1.051540e+00
1.538999999999941e+00	1.050806e+00
1.539999999999941e+00	1.051257e+00
1.540999999999940e+00	1.051873e+00
1.541999999999940e+00	1.052104e+00
1.542999999999940e+00	1.051716e+00
1.543999999999940e+00	1.051488e+00
1.544999999999940e+00	1.053298e+00
1.545999999999940e+00	1.053261e+00
1.546999999999940e+00	1.053364e+00
1.547999999999940e+00	1.053412e+00
1.548999999999940e+00	1.053088e+00
1.549999999999939e+00	1.053660e+00
1.550999999999939e+00	1.052346e+00
1.551999999999939e+00	1.053450e+00
1.552999999999939e+00	1.051334e+00
1.553999999999939e+00	1.052405e+00
1.554999999999939e+00	1.053314e+00
1.555999999999939e+00	1.051184e+00
1.556999999999939e+00	1.052320e+00
1.557999999999939e+00	1.053174e+00
1.558999999999938e+00	1.053267e+00
1.559999999999938e+00	1.052329e+00
1.560999999999938e+00	1.053717e+00
1.561999999999938e+00	1.053188e+00
1.562999999999938e+00	1.053267e+00
1.563999999999938e+00	1.053157e+00
1.564999999999938e+00	1.053558e+00
1.565999999999938e+00	1.053277e+00
1.566999999999938e+00	1.054446e+00
1.567999999999937e+00	1.053167e+00
1.568999999999937e+00	1.053205e+00
1.569999999999937e+00	1.053155e+00
1.570999999999937e+00	1.053074e+00
1.571999999999937e+00	1.053028e+00
1.572999999999937e+00	1.053061e+00
1.573999999999937e+00	1.054335e+00
1.574999999999937e+00	1.053030e+00
1.575999999999937e+00	1.054251e+00
1.576999999999936e+00	1.053694e+00
1.577999999999936e+00	1.054241e+00
1.578999999999936e+00	1.053641e+00
1.579999999999936e+00	1.054388e+00
1.580999999999936e+00	1.054332e+00
1.581999999999936e+00	1.053532e+00
1.582999999999936e+00	1.054114e+00
1.583999999999936e+00	1.054091e+00
1.584999999999936e+00	1.054192e+00
1.585999999999935e+00	1.053692e+00
1.586999999999935e+00	1.054292e+00
1.587999999999935e+00	1.053577e+00
1.588999999999935e+00	1.053611e+00
1.589999999999935e+00	1.053999e+00
1.590999999999935e+00	1.054091e+00
1.591999999999935e+00	1.053553e+00
1.592999999999935e+00	1.054337e+00
1.593999999999935e+00	1.054206e+00
1.594999999999934e+00	1.055131e+00
1.595999999999934e+00	1.053914e+00
1.596999999999934e+00	1.054037e+00
1.597999999999934e+00	1.053648e+00
1.598999999999934e+00	1.055163e+00
1.599999999999934e+00	1.053557e+00
1.600999999999934e+00	1.053695e+00
1.601999999999934e+00	1.054110e+00
1.602999999999934e+00	1.053819e+00
1.603999999999933e+00	1.054039e+00
1.604999999999933e+00	1.054096e+00
1.605999999999933e+00	1.053824e+00
1.606999999999933e+00	1.055173e+00
1.607999999999933e+00	1.054023e+00
1.608999999999933e+00	1.054714e+00
1.609999999999933e+00	1.055547e+00
1.610999999999933e+00	1.055103e+00
1.611999999999933e+00	1.055540e+00
1.612999999999932e+00	1.055030e+00
1.613999999999932e+00	1.054026e+00
1.614999999999932e+00	1.055889e+00
1.615999999999932e+00	1.056983e+00
1.616999999999932e+00	1.055923e+00
1.617999999999932e+00	1.055057e+00
1.618999999999932e+00	1.054059e+00
1.619999999999932e+00	1.056106e+00
1.620999999999932e+00	1.056213e+00
1.621999999999931e+00	1.055176e+00
1.622999999999931e+00	1.055159e+00
1.623999999999931e+00	1.055950e+00
1.624999999999931e+00	1.056388e+00
1.625999999999931e+00	1.056640e+00
1.626999999999931e+00	1.056843e+00
1.627999999999931e+00	1.055308e+00
1.628999999999931e+00	1.055654e+00
1.629999999999931e+00	1.055454e+00
1.630999999999931e+00	1.056081e+00
1.631999999999930e+00	1.056440e+00
1.632999999999930e+00	1.056709e+00
1.633999999999930e+00	1.055879e+00
1.634999999999930e+00	1.055918e+00
1.635999999999930e+00	1.055452e+00
1.636999999999930e+00	1.055784e+00
1.637999999999930e+00	1.055925e+00
1.638999999999930e+00	1.055809e+00
1.639999999999930e+00	1.055794e+00
1.640999999999929e+00	1.056052e+00
1.641999999999929e+00	1.055542e+00
1.642999999999929e+00	1.056025e+00
1.643999999999929e+00	1.056124e+00
1.644999999999929e+00	1.056348e+00
1.645999999999929e+00	1.056336e+00
1.646999999999929e+00	1.055674e+00
1.647999999999929e+00	1.056064e+00
1.648999999999929e+00	1.056069e+00
1.649999999999928e+00	1.056035e+00
1.650999999999928e+00	1.055854e+00
1.651999999999928e+00	1.055966e+00
1.652999999999928e+00	1.056102e+00
1.653999999999928e+00	1.056560e+00
1.654999999999928e+00	1.057714e+00
1.655999999999928e+00	1.054885e+00
1.656999999999928e+00	1.056650e+00
1.657999999999928e+00	1.057623e+00
1.658999999999927e+00	1.056164e+00
1.659999999999927e+00	1.055443e+00
1.660999999999927e+00	1.055506e+00
1.661999999999927e+00	1.055864e+00
1.662999999999927e+00	1.056676e+00
1.663999999999927e+00	1.057182e+00
1.664999999999927e+00	1.057741e+00
1.665999999999927e+00	1.057455e+00
1.666999999999927e+00	1.056365e+00
1.667999999999926e+00	1.056852e+00
1.668999999999926e+00	1.056864e+00
1.669999999999926e+00	1.057594e+00
1.670999999999926e+00	1.057607e+00
1.671999999999926e+00	1.057682e+00
1.672999999999926e+00	1.056095e+00
1.673999999999926e+00	1.056920e+00
1.674999999999926e+00	1.056999e+00
1.675999999999926e+00	1.056273e+00
1.676999999999925e+00	1.056070e+00
1.677999999999925e+00	1.056962e+00
1.678999999999925e+00	1.056466e+00
1.679999999999925e+00	1.056284e+00
1.680999999999925e+00	1.056666e+00
1.681999999999925e+00	1.056296e+00
1.682999999999925e+00	1.056220e+00
1.683999999999925e+00	1.056830e+00
1.684999999999925e+00	1.057415e+00
1.685999999999924e+00	1.058169e+00
1.686999999999924e+00	1.055570e+00
1.687999999999924e+00	1.056200e+00
1.688999999999924e+00	1.056484e+00
1.689999999999924e+00	1.057651e+00
1.690999999999924e+00	1.057317e+00
1.691999999999924e+00	1.058271e+00
1.692999999999924e+00	1.056488e+00
1.693999999999924e+00	1.056044e+00
1.694999999999923e+00	1.056525e+00
1.695999999999923e+00	1.058402e+00
1.696999999999923e+00	1.057442e+00
1.697999999999923e+00	1.058446e+00
1.698999999999923e+00	1.057197e+00
1.699999999999923e+00	1.056576e+00
1.700999999999923e+00	1.056608e+00
1.701999999999923e+00	1.057506e+00
1.702999999999923e+00	1.058373e+00
1.703999999999922e+00	1.056714e+00
1.704999999999922e+00	1.057194e+00
1.705999999999922e+00	1.058411e+00
1.706999999999922e+00	1.057431e+00
1.707999999999922e+00	1.057093e+00
1.708999999999922e+00	1.057940e+00
1.709999999999922e+00	1.057557e+00
1.710999999999922e+00	1.057137e+00
1.711999999999922e+00	1.057888e+00
1.712999999999921e+00	1.057207e+00
1.713999999999921e+00	1.057402e+00
1.714999999999921e+00	1.058358e+00
1.715999999999921e+00	1.057119e+00
1.716999999999921e+00	1.057674e+00
1.717999999999921e+00	1.058151e+00
1.718999999999921e+00	1.057279e+00
1.719999999999921e+00	1.057179e+00
1.720999999999921e+00	1.057050e+00
1.721999999999920e+00	1.057302e+00
1.722999999999920e+00	1.058381e+00
1.723999999999920e+00	1.057648e+00
1.724999999999920e+00	1.057445e+00
1.725999999999920e+00	1.057582e+00
1.726999999999920e+00	1.058727e+00
1.727999999999920e+00	1.057290e+00
1.728999999999920e+00	1.057805e+00
1.729999999999920e+00	1.057397e+00
1.730999999999919e+00	1.056419e+00
1.731999999999919e+00	1.058274e+00
1.732999999999919e+00	1.058800e+00
1.733999999999919e+00	1.057456e+00
