vcc	Id(Mp1)	Id(Mp2)	Id(Mp3)
1.096999999999989e+00	6.580183e-07	1.368225e-05	2.047789e-05
1.097999999999989e+00	6.682834e-07	1.370618e-05	2.051490e-05
1.098999999999989e+00	6.786958e-07	1.373010e-05	2.055190e-05
1.099999999999989e+00	6.892571e-07	1.375401e-05	2.058890e-05
1.100999999999989e+00	6.999691e-07	1.377792e-05	2.062590e-05
1.101999999999989e+00	7.108335e-07	1.380182e-05	2.066288e-05
1.102999999999989e+00	7.218521e-07	1.382571e-05	2.069986e-05
1.103999999999989e+00	7.330265e-07	1.384960e-05	2.073683e-05
1.104999999999988e+00	7.443585e-07	1.387348e-05	2.077379e-05
1.105999999999988e+00	7.558500e-07	1.389735e-05	2.081075e-05
1.106999999999988e+00	7.675025e-07	1.392122e-05	2.084770e-05
1.107999999999988e+00	7.793179e-07	1.394508e-05	2.088463e-05
1.108999999999988e+00	7.912980e-07	1.396893e-05	2.092157e-05
1.109999999999988e+00	8.034445e-07	1.399277e-05	2.095849e-05
1.110999999999988e+00	8.157593e-07	1.401661e-05	2.099540e-05
1.111999999999988e+00	8.282440e-07	1.404043e-05	2.103230e-05
1.112999999999988e+00	8.409006e-07	1.406425e-05	2.106920e-05
1.113999999999987e+00	8.537307e-07	1.408806e-05	2.110608e-05
1.114999999999987e+00	8.667362e-07	1.411186e-05	2.114295e-05
1.115999999999987e+00	8.799189e-07	1.413565e-05	2.117982e-05
1.116999999999987e+00	8.932806e-07	1.415944e-05	2.121667e-05
1.117999999999987e+00	9.068230e-07	1.418321e-05	2.125351e-05
1.118999999999987e+00	9.205481e-07	1.420697e-05	2.129034e-05
1.119999999999987e+00	9.344575e-07	1.423073e-05	2.132716e-05
1.120999999999987e+00	9.485531e-07	1.425447e-05	2.136397e-05
1.121999999999987e+00	9.628367e-07	1.427820e-05	2.140076e-05
1.122999999999986e+00	9.773102e-07	1.430193e-05	2.143754e-05
1.123999999999986e+00	9.919751e-07	1.432564e-05	2.147431e-05
1.124999999999986e+00	1.006833e-06	1.434934e-05	2.151107e-05
1.125999999999986e+00	1.021887e-06	1.437303e-05	2.154781e-05
1.126999999999986e+00	1.037138e-06	1.439671e-05	2.158454e-05
1.127999999999986e+00	1.052587e-06	1.442038e-05	2.162126e-05
1.128999999999986e+00	1.068237e-06	1.444404e-05	2.165796e-05
1.129999999999986e+00	1.084090e-06	1.446769e-05	2.169464e-05
1.130999999999986e+00	1.100147e-06	1.449132e-05	2.173131e-05
1.131999999999985e+00	1.116409e-06	1.451494e-05	2.176797e-05
1.132999999999985e+00	1.132879e-06	1.453855e-05	2.180461e-05
1.133999999999985e+00	1.149559e-06	1.456215e-05	2.184124e-05
1.134999999999985e+00	1.166450e-06	1.458573e-05	2.187784e-05
1.135999999999985e+00	1.183554e-06	1.460930e-05	2.191443e-05
1.136999999999985e+00	1.200873e-06	1.463286e-05	2.195101e-05
1.137999999999985e+00	1.218409e-06	1.465640e-05	2.198757e-05
1.138999999999985e+00	1.236162e-06	1.467993e-05	2.202411e-05
1.139999999999985e+00	1.254136e-06	1.470345e-05	2.206063e-05
1.140999999999984e+00	1.272331e-06	1.472695e-05	2.209713e-05
1.141999999999984e+00	1.290750e-06	1.475044e-05	2.213362e-05
1.142999999999984e+00	1.309394e-06	1.477391e-05	2.217009e-05
1.143999999999984e+00	1.328264e-06	1.479737e-05	2.220654e-05
1.144999999999984e+00	1.347363e-06	1.482082e-05	2.224296e-05
1.145999999999984e+00	1.366692e-06	1.484425e-05	2.227937e-05
1.146999999999984e+00	1.386253e-06	1.486766e-05	2.231576e-05
1.147999999999984e+00	1.406047e-06	1.489106e-05	2.235213e-05
1.148999999999984e+00	1.426076e-06	1.491444e-05	2.238848e-05
1.149999999999983e+00	1.446342e-06	1.493780e-05	2.242480e-05
1.150999999999983e+00	1.466846e-06	1.496115e-05	2.246111e-05
1.151999999999983e+00	1.487590e-06	1.498449e-05	2.249739e-05
1.152999999999983e+00	1.508575e-06	1.500780e-05	2.253365e-05
1.153999999999983e+00	1.529802e-06	1.503110e-05	2.256989e-05
1.154999999999983e+00	1.551275e-06	1.505438e-05	2.260610e-05
1.155999999999983e+00	1.572993e-06	1.507765e-05	2.264229e-05
1.156999999999983e+00	1.594958e-06	1.510089e-05	2.267846e-05
1.157999999999983e+00	1.617172e-06	1.512412e-05	2.271460e-05
1.158999999999982e+00	1.639637e-06	1.514733e-05	2.275072e-05
1.159999999999982e+00	1.662353e-06	1.517052e-05	2.278682e-05
1.160999999999982e+00	1.685322e-06	1.519369e-05	2.282289e-05
1.161999999999982e+00	1.708545e-06	1.521685e-05	2.285893e-05
1.162999999999982e+00	1.732025e-06	1.523998e-05	2.289495e-05
1.163999999999982e+00	1.755762e-06	1.526310e-05	2.293094e-05
1.164999999999982e+00	1.779757e-06	1.528619e-05	2.296690e-05
1.165999999999982e+00	1.804012e-06	1.530927e-05	2.300284e-05
1.166999999999982e+00	1.828527e-06	1.533233e-05	2.303875e-05
1.167999999999981e+00	1.853305e-06	1.535536e-05	2.307464e-05
1.168999999999981e+00	1.878347e-06	1.537837e-05	2.311049e-05
1.169999999999981e+00	1.903653e-06	1.540137e-05	2.314632e-05
1.170999999999981e+00	1.929225e-06	1.542434e-05	2.318211e-05
1.171999999999981e+00	1.955064e-06	1.544729e-05	2.321788e-05
1.172999999999981e+00	1.981171e-06	1.547022e-05	2.325362e-05
1.173999999999981e+00	2.007548e-06	1.549313e-05	2.328933e-05
1.174999999999981e+00	2.034194e-06	1.551601e-05	2.332501e-05
1.175999999999981e+00	2.061112e-06	1.553888e-05	2.336066e-05
1.176999999999981e+00	2.088302e-06	1.556172e-05	2.339627e-05
1.177999999999980e+00	2.115765e-06	1.558453e-05	2.343186e-05
1.178999999999980e+00	2.143502e-06	1.560733e-05	2.346741e-05
1.179999999999980e+00	2.171514e-06	1.563010e-05	2.350293e-05
1.180999999999980e+00	2.199803e-06	1.565284e-05	2.353842e-05
1.181999999999980e+00	2.228367e-06	1.567557e-05	2.357388e-05
1.182999999999980e+00	2.257210e-06	1.569827e-05	2.360930e-05
1.183999999999980e+00	2.286331e-06	1.572094e-05	2.364468e-05
1.184999999999980e+00	2.315730e-06	1.574359e-05	2.368004e-05
1.185999999999980e+00	2.345410e-06	1.576621e-05	2.371536e-05
1.186999999999979e+00	2.375370e-06	1.578881e-05	2.375064e-05
1.187999999999979e+00	2.405611e-06	1.581139e-05	2.378589e-05
1.188999999999979e+00	2.436133e-06	1.583393e-05	2.382110e-05
1.189999999999979e+00	2.466938e-06	1.585645e-05	2.385628e-05
1.190999999999979e+00	2.498026e-06	1.587895e-05	2.389142e-05
1.191999999999979e+00	2.529397e-06	1.590142e-05	2.392652e-05
1.192999999999979e+00	2.561052e-06	1.592386e-05	2.396159e-05
1.193999999999979e+00	2.592991e-06	1.594627e-05	2.399662e-05
1.194999999999979e+00	2.625214e-06	1.596866e-05	2.403161e-05
1.195999999999978e+00	2.657723e-06	1.599102e-05	2.406656e-05
1.196999999999978e+00	2.690517e-06	1.601335e-05	2.410147e-05
1.197999999999978e+00	2.723596e-06	1.603566e-05	2.413634e-05
1.198999999999978e+00	2.756961e-06	1.605793e-05	2.417118e-05
1.199999999999978e+00	2.790612e-06	1.608018e-05	2.420597e-05
1.200999999999978e+00	2.824549e-06	1.610240e-05	2.424072e-05
1.201999999999978e+00	2.858772e-06	1.612458e-05	2.427543e-05
1.202999999999978e+00	2.893282e-06	1.614674e-05	2.431010e-05
1.203999999999978e+00	2.928078e-06	1.616887e-05	2.434473e-05
1.204999999999977e+00	2.963160e-06	1.619097e-05	2.437931e-05
1.205999999999977e+00	2.998529e-06	1.621304e-05	2.441386e-05
1.206999999999977e+00	3.034184e-06	1.623508e-05	2.444836e-05
1.207999999999977e+00	3.070125e-06	1.625709e-05	2.448282e-05
1.208999999999977e+00	3.106352e-06	1.627906e-05	2.451723e-05
1.209999999999977e+00	3.142866e-06	1.630101e-05	2.455159e-05
1.210999999999977e+00	3.179664e-06	1.632292e-05	2.458592e-05
1.211999999999977e+00	3.216748e-06	1.634480e-05	2.462020e-05
1.212999999999977e+00	3.254117e-06	1.636665e-05	2.465443e-05
1.213999999999976e+00	3.291771e-06	1.638847e-05	2.468862e-05
1.214999999999976e+00	3.329709e-06	1.641025e-05	2.472276e-05
1.215999999999976e+00	3.367931e-06	1.643200e-05	2.475686e-05
1.216999999999976e+00	3.406437e-06	1.645372e-05	2.479090e-05
1.217999999999976e+00	3.445225e-06	1.647541e-05	2.482490e-05
1.218999999999976e+00	3.484296e-06	1.649706e-05	2.485885e-05
1.219999999999976e+00	3.523648e-06	1.651867e-05	2.489276e-05
1.220999999999976e+00	3.563281e-06	1.654025e-05	2.492661e-05
1.221999999999976e+00	3.603195e-06	1.656180e-05	2.496042e-05
1.222999999999975e+00	3.643389e-06	1.658331e-05	2.499418e-05
1.223999999999975e+00	3.683861e-06	1.660479e-05	2.502788e-05
1.224999999999975e+00	3.724612e-06	1.662623e-05	2.506154e-05
1.225999999999975e+00	3.765640e-06	1.664764e-05	2.509514e-05
1.226999999999975e+00	3.806944e-06	1.666901e-05	2.512870e-05
1.227999999999975e+00	3.848524e-06	1.669034e-05	2.516220e-05
1.228999999999975e+00	3.890379e-06	1.671164e-05	2.519565e-05
1.229999999999975e+00	3.932506e-06	1.673290e-05	2.522905e-05
1.230999999999975e+00	3.974907e-06	1.675413e-05	2.526240e-05
1.231999999999974e+00	4.017579e-06	1.677532e-05	2.529569e-05
1.232999999999974e+00	4.060521e-06	1.679646e-05	2.532893e-05
1.233999999999974e+00	4.103733e-06	1.681758e-05	2.536211e-05
1.234999999999974e+00	4.147213e-06	1.683865e-05	2.539524e-05
1.235999999999974e+00	4.190959e-06	1.685968e-05	2.542832e-05
1.236999999999974e+00	4.234971e-06	1.688068e-05	2.546134e-05
1.237999999999974e+00	4.279246e-06	1.690164e-05	2.549430e-05
1.238999999999974e+00	4.323785e-06	1.692256e-05	2.552721e-05
1.239999999999974e+00	4.368585e-06	1.694344e-05	2.556006e-05
1.240999999999973e+00	4.413645e-06	1.696427e-05	2.559286e-05
1.241999999999973e+00	4.458964e-06	1.698507e-05	2.562560e-05
1.242999999999973e+00	4.504539e-06	1.700583e-05	2.565828e-05
1.243999999999973e+00	4.550370e-06	1.702655e-05	2.569090e-05
1.244999999999973e+00	4.596455e-06	1.704723e-05	2.572346e-05
1.245999999999973e+00	4.642793e-06	1.706787e-05	2.575597e-05
1.246999999999973e+00	4.689380e-06	1.708846e-05	2.578842e-05
1.247999999999973e+00	4.736217e-06	1.710902e-05	2.582080e-05
1.248999999999973e+00	4.783301e-06	1.712953e-05	2.585313e-05
1.249999999999972e+00	4.830631e-06	1.715000e-05	2.588540e-05
1.250999999999972e+00	4.878204e-06	1.717043e-05	2.591760e-05
1.251999999999972e+00	4.926019e-06	1.719081e-05	2.594974e-05
1.252999999999972e+00	4.974074e-06	1.721116e-05	2.598183e-05
1.253999999999972e+00	5.022367e-06	1.723146e-05	2.601385e-05
1.254999999999972e+00	5.070896e-06	1.725171e-05	2.604581e-05
1.255999999999972e+00	5.119659e-06	1.727193e-05	2.607770e-05
1.256999999999972e+00	5.168655e-06	1.729210e-05	2.610954e-05
1.257999999999972e+00	5.217881e-06	1.731222e-05	2.614130e-05
1.258999999999971e+00	5.267334e-06	1.733230e-05	2.617301e-05
1.259999999999971e+00	5.317014e-06	1.735234e-05	2.620465e-05
1.260999999999971e+00	5.366918e-06	1.737233e-05	2.623623e-05
1.261999999999971e+00	5.417044e-06	1.739227e-05	2.626774e-05
1.262999999999971e+00	5.467388e-06	1.741218e-05	2.629918e-05
1.263999999999971e+00	5.517951e-06	1.743203e-05	2.633056e-05
1.264999999999971e+00	5.568728e-06	1.745184e-05	2.636188e-05
1.265999999999971e+00	5.619719e-06	1.747160e-05	2.639312e-05
1.266999999999971e+00	5.670920e-06	1.749132e-05	2.642430e-05
1.267999999999970e+00	5.722328e-06	1.751099e-05	2.645542e-05
1.268999999999970e+00	5.773943e-06	1.753062e-05	2.648646e-05
1.269999999999970e+00	5.825761e-06	1.755019e-05	2.651744e-05
1.270999999999970e+00	5.877781e-06	1.756972e-05	2.654835e-05
1.271999999999970e+00	5.929999e-06	1.758921e-05	2.657919e-05
1.272999999999970e+00	5.982413e-06	1.760864e-05	2.660996e-05
1.273999999999970e+00	6.035021e-06	1.762803e-05	2.664066e-05
1.274999999999970e+00	6.087820e-06	1.764737e-05	2.667129e-05
1.275999999999970e+00	6.140808e-06	1.766665e-05	2.670185e-05
1.276999999999969e+00	6.193981e-06	1.768590e-05	2.673234e-05
1.277999999999969e+00	6.247339e-06	1.770509e-05	2.676277e-05
1.278999999999969e+00	6.300877e-06	1.772423e-05	2.679311e-05
1.279999999999969e+00	6.354593e-06	1.774332e-05	2.682339e-05
1.280999999999969e+00	6.408485e-06	1.776237e-05	2.685360e-05
1.281999999999969e+00	6.462550e-06	1.778136e-05	2.688373e-05
1.282999999999969e+00	6.516786e-06	1.780031e-05	2.691379e-05
1.283999999999969e+00	6.571188e-06	1.781920e-05	2.694378e-05
1.284999999999969e+00	6.625756e-06	1.783805e-05	2.697369e-05
1.285999999999969e+00	6.680486e-06	1.785684e-05	2.700353e-05
1.286999999999968e+00	6.735375e-06	1.787558e-05	2.703330e-05
1.287999999999968e+00	6.790421e-06	1.789427e-05	2.706299e-05
1.288999999999968e+00	6.845621e-06	1.791291e-05	2.709261e-05
1.289999999999968e+00	6.900972e-06	1.793150e-05	2.712215e-05
1.290999999999968e+00	6.956470e-06	1.795003e-05	2.715162e-05
1.291999999999968e+00	7.012115e-06	1.796852e-05	2.718101e-05
1.292999999999968e+00	7.067902e-06	1.798695e-05	2.721032e-05
1.293999999999968e+00	7.123828e-06	1.800533e-05	2.723956e-05
1.294999999999968e+00	7.179891e-06	1.802366e-05	2.726872e-05
1.295999999999967e+00	7.236088e-06	1.804193e-05	2.729781e-05
1.296999999999967e+00	7.292416e-06	1.806015e-05	2.732682e-05
1.297999999999967e+00	7.348872e-06	1.807832e-05	2.735575e-05
1.298999999999967e+00	7.405453e-06	1.809643e-05	2.738461e-05
1.299999999999967e+00	7.462157e-06	1.811450e-05	2.741338e-05
1.300999999999967e+00	7.518979e-06	1.813250e-05	2.744208e-05
1.301999999999967e+00	7.575919e-06	1.815046e-05	2.747070e-05
1.302999999999967e+00	7.632971e-06	1.816836e-05	2.749924e-05
1.303999999999967e+00	7.690133e-06	1.818620e-05	2.752770e-05
1.304999999999966e+00	7.747404e-06	1.820399e-05	2.755608e-05
1.305999999999966e+00	7.804779e-06	1.822173e-05	2.758438e-05
1.306999999999966e+00	7.862254e-06	1.823941e-05	2.761260e-05
1.307999999999966e+00	7.919829e-06	1.825703e-05	2.764074e-05
1.308999999999966e+00	7.977499e-06	1.827460e-05	2.766880e-05
1.309999999999966e+00	8.035262e-06	1.829212e-05	2.769678e-05
1.310999999999966e+00	8.093114e-06	1.830958e-05	2.772468e-05
1.311999999999966e+00	8.151053e-06	1.832698e-05	2.775250e-05
1.312999999999966e+00	8.209076e-06	1.834433e-05	2.778023e-05
1.313999999999965e+00	8.267178e-06	1.836162e-05	2.780788e-05
1.314999999999965e+00	8.325358e-06	1.837886e-05	2.783546e-05
1.315999999999965e+00	8.383613e-06	1.839604e-05	2.786294e-05
1.316999999999965e+00	8.441939e-06	1.841316e-05	2.789035e-05
1.317999999999965e+00	8.500334e-06	1.843023e-05	2.791767e-05
1.318999999999965e+00	8.558794e-06	1.844724e-05	2.794492e-05
1.319999999999965e+00	8.617317e-06	1.846419e-05	2.797207e-05
1.320999999999965e+00	8.675899e-06	1.848109e-05	2.799915e-05
1.321999999999965e+00	8.734538e-06	1.849793e-05	2.802614e-05
1.322999999999964e+00	8.793230e-06	1.851471e-05	2.805304e-05
1.323999999999964e+00	8.851973e-06	1.853143e-05	2.807986e-05
1.324999999999964e+00	8.910763e-06	1.854810e-05	2.810660e-05
1.325999999999964e+00	8.969599e-06	1.856470e-05	2.813326e-05
1.326999999999964e+00	9.028475e-06	1.858126e-05	2.815983e-05
1.327999999999964e+00	9.087390e-06	1.859775e-05	2.818631e-05
1.328999999999964e+00	9.146341e-06	1.861418e-05	2.821271e-05
1.329999999999964e+00	9.205324e-06	1.863056e-05	2.823902e-05
1.330999999999964e+00	9.264339e-06	1.864688e-05	2.826525e-05
1.331999999999963e+00	9.323378e-06	1.866314e-05	2.829139e-05
1.332999999999963e+00	9.382443e-06	1.867934e-05	2.831745e-05
1.333999999999963e+00	9.441528e-06	1.869548e-05	2.834342e-05
1.334999999999963e+00	9.500633e-06	1.871156e-05	2.836930e-05
1.335999999999963e+00	9.559752e-06	1.872759e-05	2.839510e-05
1.336999999999963e+00	9.618882e-06	1.874355e-05	2.842081e-05
1.337999999999963e+00	9.678023e-06	1.875946e-05	2.844644e-05
1.338999999999963e+00	9.737171e-06	1.877531e-05	2.847198e-05
1.339999999999963e+00	9.796323e-06	1.879110e-05	2.849743e-05
1.340999999999962e+00	9.855476e-06	1.880683e-05	2.852279e-05
1.341999999999962e+00	9.914626e-06	1.882249e-05	2.854807e-05
1.342999999999962e+00	9.973773e-06	1.883811e-05	2.857326e-05
1.343999999999962e+00	1.003291e-05	1.885366e-05	2.859837e-05
1.344999999999962e+00	1.009204e-05	1.886915e-05	2.862338e-05
1.345999999999962e+00	1.015116e-05	1.888458e-05	2.864831e-05
1.346999999999962e+00	1.021026e-05	1.889995e-05	2.867315e-05
1.347999999999962e+00	1.026934e-05	1.891527e-05	2.869790e-05
1.348999999999962e+00	1.032840e-05	1.893052e-05	2.872257e-05
1.349999999999961e+00	1.038744e-05	1.894571e-05	2.874714e-05
1.350999999999961e+00	1.044645e-05	1.896084e-05	2.877163e-05
1.351999999999961e+00	1.050543e-05	1.897592e-05	2.879603e-05
1.352999999999961e+00	1.056438e-05	1.899093e-05	2.882035e-05
1.353999999999961e+00	1.062330e-05	1.900588e-05	2.884457e-05
1.354999999999961e+00	1.068218e-05	1.902077e-05	2.886871e-05
1.355999999999961e+00	1.074102e-05	1.903561e-05	2.889275e-05
1.356999999999961e+00	1.079981e-05	1.905038e-05	2.891671e-05
1.357999999999961e+00	1.085857e-05	1.906509e-05	2.894059e-05
1.358999999999960e+00	1.091727e-05	1.907974e-05	2.896437e-05
1.359999999999960e+00	1.097593e-05	1.909434e-05	2.898806e-05
1.360999999999960e+00	1.103453e-05	1.910887e-05	2.901167e-05
1.361999999999960e+00	1.109309e-05	1.912334e-05	2.903518e-05
1.362999999999960e+00	1.115158e-05	1.913775e-05	2.905861e-05
1.363999999999960e+00	1.121001e-05	1.915210e-05	2.908195e-05
1.364999999999960e+00	1.126838e-05	1.916639e-05	2.910520e-05
1.365999999999960e+00	1.132669e-05	1.918062e-05	2.912836e-05
1.366999999999960e+00	1.138494e-05	1.919479e-05	2.915144e-05
1.367999999999959e+00	1.144311e-05	1.920890e-05	2.917442e-05
1.368999999999959e+00	1.150121e-05	1.922295e-05	2.919732e-05
1.369999999999959e+00	1.155924e-05	1.923694e-05	2.922012e-05
1.370999999999959e+00	1.161719e-05	1.925087e-05	2.924284e-05
1.371999999999959e+00	1.167507e-05	1.926474e-05	2.926547e-05
1.372999999999959e+00	1.173286e-05	1.927855e-05	2.928801e-05
1.373999999999959e+00	1.179058e-05	1.929229e-05	2.931047e-05
1.374999999999959e+00	1.184821e-05	1.930598e-05	2.933283e-05
1.375999999999959e+00	1.190575e-05	1.931961e-05	2.935510e-05
1.376999999999958e+00	1.196320e-05	1.933318e-05	2.937729e-05
1.377999999999958e+00	1.202057e-05	1.934669e-05	2.939939e-05
1.378999999999958e+00	1.207784e-05	1.936014e-05	2.942140e-05
1.379999999999958e+00	1.213501e-05	1.937352e-05	2.944332e-05
1.380999999999958e+00	1.219209e-05	1.938685e-05	2.946515e-05
1.381999999999958e+00	1.224907e-05	1.940012e-05	2.948690e-05
1.382999999999958e+00	1.230595e-05	1.941333e-05	2.950855e-05
1.383999999999958e+00	1.236272e-05	1.942648e-05	2.953012e-05
1.384999999999958e+00	1.241939e-05	1.943957e-05	2.955160e-05
1.385999999999957e+00	1.247596e-05	1.945259e-05	2.957300e-05
1.386999999999957e+00	1.253241e-05	1.946556e-05	2.959430e-05
1.387999999999957e+00	1.258876e-05	1.947847e-05	2.961551e-05
1.388999999999957e+00	1.264499e-05	1.949132e-05	2.963664e-05
1.389999999999957e+00	1.270111e-05	1.950411e-05	2.965768e-05
1.390999999999957e+00	1.275711e-05	1.951684e-05	2.967864e-05
1.391999999999957e+00	1.281300e-05	1.952952e-05	2.969950e-05
1.392999999999957e+00	1.286876e-05	1.954213e-05	2.972028e-05
1.393999999999957e+00	1.292440e-05	1.955468e-05	2.974097e-05
1.394999999999956e+00	1.297992e-05	1.956718e-05	2.976157e-05
1.395999999999956e+00	1.303532e-05	1.957961e-05	2.978209e-05
