vcc	V(u_out)
1.435999999999952e+00	9.352514e-01
1.436999999999952e+00	9.358420e-01
1.437999999999952e+00	9.360749e-01
1.438999999999952e+00	9.360353e-01
1.439999999999952e+00	9.363949e-01
1.440999999999951e+00	9.369833e-01
1.441999999999951e+00	9.374568e-01
1.442999999999951e+00	9.372033e-01
1.443999999999951e+00	9.375361e-01
1.444999999999951e+00	9.376487e-01
1.445999999999951e+00	9.385788e-01
1.446999999999951e+00	9.391634e-01
1.447999999999951e+00	9.386612e-01
1.448999999999951e+00	9.396941e-01
1.449999999999950e+00	9.398068e-01
1.450999999999950e+00	9.397001e-01
1.451999999999950e+00	9.400167e-01
1.452999999999950e+00	9.405478e-01
1.453999999999950e+00	9.410936e-01
1.454999999999950e+00	9.411259e-01
1.455999999999950e+00	9.413117e-01
1.456999999999950e+00	9.416239e-01
1.457999999999950e+00	9.419507e-01
1.458999999999949e+00	9.422878e-01
1.459999999999949e+00	9.426420e-01
1.460999999999949e+00	9.430617e-01
1.461999999999949e+00	9.437957e-01
1.462999999999949e+00	9.433542e-01
1.463999999999949e+00	9.437435e-01
1.464999999999949e+00	9.446835e-01
1.465999999999949e+00	9.445529e-01
1.466999999999949e+00	9.445378e-01
1.467999999999948e+00	9.448483e-01
1.468999999999948e+00	9.459955e-01
1.469999999999948e+00	9.463124e-01
1.470999999999948e+00	9.461081e-01
1.471999999999948e+00	9.462277e-01
1.472999999999948e+00	9.468415e-01
1.473999999999948e+00	9.474679e-01
1.474999999999948e+00	9.477119e-01
1.475999999999948e+00	9.476325e-01
1.476999999999947e+00	9.477323e-01
1.477999999999947e+00	9.478928e-01
1.478999999999947e+00	9.487991e-01
1.479999999999947e+00	9.491056e-01
1.480999999999947e+00	9.488528e-01
1.481999999999947e+00	9.493865e-01
1.482999999999947e+00	9.496868e-01
1.483999999999947e+00	9.501669e-01
1.484999999999947e+00	9.504648e-01
1.485999999999946e+00	9.510779e-01
1.486999999999946e+00	9.512073e-01
1.487999999999946e+00	9.514380e-01
1.488999999999946e+00	9.517401e-01
1.489999999999946e+00	9.515635e-01
1.490999999999946e+00	9.524655e-01
1.491999999999946e+00	9.527603e-01
1.492999999999946e+00	9.531041e-01
1.493999999999946e+00	9.530028e-01
1.494999999999945e+00	9.532781e-01
1.495999999999945e+00	9.535506e-01
1.496999999999945e+00	9.536814e-01
1.497999999999945e+00	9.545979e-01
1.498999999999945e+00	9.543804e-01
1.499999999999945e+00	9.545911e-01
1.500999999999945e+00	9.557196e-01
1.501999999999945e+00	9.552954e-01
1.502999999999945e+00	9.556022e-01
1.503999999999944e+00	9.560201e-01
1.504999999999944e+00	9.561713e-01
1.505999999999944e+00	9.568297e-01
1.506999999999944e+00	9.572515e-01
1.507999999999944e+00	9.574905e-01
1.508999999999944e+00	9.579334e-01
1.509999999999944e+00	9.581859e-01
1.510999999999944e+00	9.586433e-01
1.511999999999944e+00	9.589369e-01
1.512999999999944e+00	9.586888e-01
1.513999999999943e+00	9.588795e-01
1.514999999999943e+00	9.597268e-01
1.515999999999943e+00	9.596147e-01
1.516999999999943e+00	9.596934e-01
1.517999999999943e+00	9.607046e-01
1.518999999999943e+00	9.608801e-01
1.519999999999943e+00	9.606065e-01
1.520999999999943e+00	9.613023e-01
1.521999999999943e+00	9.616160e-01
1.522999999999942e+00	9.617222e-01
1.523999999999942e+00	9.623898e-01
1.524999999999942e+00	9.626551e-01
1.525999999999942e+00	9.625782e-01
1.526999999999942e+00	9.626330e-01
1.527999999999942e+00	9.634160e-01
1.528999999999942e+00	9.633167e-01
1.529999999999942e+00	9.636367e-01
1.530999999999942e+00	9.641259e-01
1.531999999999941e+00	9.644004e-01
1.532999999999941e+00	9.648441e-01
1.533999999999941e+00	9.649974e-01
1.534999999999941e+00	9.657977e-01
1.535999999999941e+00	9.655250e-01
1.536999999999941e+00	9.657609e-01
1.537999999999941e+00	9.662589e-01
1.538999999999941e+00	9.667980e-01
1.539999999999941e+00	9.668620e-01
1.540999999999940e+00	9.669377e-01
1.541999999999940e+00	9.674525e-01
1.542999999999940e+00	9.676250e-01
1.543999999999940e+00	9.683354e-01
1.544999999999940e+00	9.684075e-01
1.545999999999940e+00	9.689481e-01
1.546999999999940e+00	9.686701e-01
1.547999999999940e+00	9.692855e-01
1.548999999999940e+00	9.690471e-01
1.549999999999939e+00	9.700721e-01
1.550999999999939e+00	9.701169e-01
1.551999999999939e+00	9.695954e-01
1.552999999999939e+00	9.698917e-01
1.553999999999939e+00	9.704573e-01
1.554999999999939e+00	9.703141e-01
1.555999999999939e+00	9.710112e-01
1.556999999999939e+00	9.709288e-01
1.557999999999939e+00	9.706969e-01
1.558999999999938e+00	9.717205e-01
1.559999999999938e+00	9.718672e-01
1.560999999999938e+00	9.719799e-01
1.561999999999938e+00	9.724647e-01
1.562999999999938e+00	9.723757e-01
1.563999999999938e+00	9.726638e-01
1.564999999999938e+00	9.729407e-01
1.565999999999938e+00	9.730459e-01
1.566999999999938e+00	9.740174e-01
1.567999999999937e+00	9.738764e-01
1.568999999999937e+00	9.743613e-01
1.569999999999937e+00	9.742699e-01
1.570999999999937e+00	9.752033e-01
1.571999999999937e+00	9.753687e-01
1.572999999999937e+00	9.758136e-01
1.573999999999937e+00	9.753774e-01
1.574999999999937e+00	9.756997e-01
1.575999999999937e+00	9.761824e-01
1.576999999999936e+00	9.763964e-01
1.577999999999936e+00	9.771910e-01
1.578999999999936e+00	9.769111e-01
1.579999999999936e+00	9.771395e-01
1.580999999999936e+00	9.775922e-01
1.581999999999936e+00	9.778910e-01
1.582999999999936e+00	9.785385e-01
1.583999999999936e+00	9.787964e-01
1.584999999999936e+00	9.787344e-01
1.585999999999935e+00	9.788879e-01
1.586999999999935e+00	9.792514e-01
1.587999999999935e+00	9.792823e-01
1.588999999999935e+00	9.796410e-01
1.589999999999935e+00	9.799599e-01
1.590999999999935e+00	9.800919e-01
1.591999999999935e+00	9.810812e-01
1.592999999999935e+00	9.809397e-01
1.593999999999935e+00	9.813851e-01
1.594999999999934e+00	9.817276e-01
1.595999999999934e+00	9.817577e-01
1.596999999999934e+00	9.821656e-01
1.597999999999934e+00	9.827313e-01
1.598999999999934e+00	9.831371e-01
1.599999999999934e+00	9.831824e-01
1.600999999999934e+00	9.835063e-01
1.601999999999934e+00	9.836039e-01
1.602999999999934e+00	9.835500e-01
1.603999999999933e+00	9.841518e-01
1.604999999999933e+00	9.842076e-01
1.605999999999933e+00	9.849374e-01
1.606999999999933e+00	9.845850e-01
1.607999999999933e+00	9.854031e-01
1.608999999999933e+00	9.856027e-01
1.609999999999933e+00	9.856643e-01
1.610999999999933e+00	9.857427e-01
1.611999999999933e+00	9.862525e-01
1.612999999999932e+00	9.870149e-01
1.613999999999932e+00	9.866369e-01
1.614999999999932e+00	9.873194e-01
1.615999999999932e+00	9.870780e-01
1.616999999999932e+00	9.876180e-01
1.617999999999932e+00	9.878238e-01
1.618999999999932e+00	9.886153e-01
1.619999999999932e+00	9.889572e-01
1.620999999999932e+00	9.889560e-01
1.621999999999931e+00	9.892057e-01
1.622999999999931e+00	9.896877e-01
1.623999999999931e+00	9.894079e-01
1.624999999999931e+00	9.896006e-01
1.625999999999931e+00	9.898450e-01
1.626999999999931e+00	9.908525e-01
1.627999999999931e+00	9.904851e-01
1.628999999999931e+00	9.906151e-01
1.629999999999931e+00	9.916056e-01
1.630999999999931e+00	9.914348e-01
1.631999999999930e+00	9.917484e-01
1.632999999999930e+00	9.923190e-01
1.633999999999930e+00	9.921220e-01
1.634999999999930e+00	9.925111e-01
1.635999999999930e+00	9.926798e-01
1.636999999999930e+00	9.928171e-01
1.637999999999930e+00	9.933455e-01
1.638999999999930e+00	9.933743e-01
1.639999999999930e+00	9.941500e-01
1.640999999999929e+00	9.939938e-01
1.641999999999929e+00	9.942374e-01
1.642999999999929e+00	9.950980e-01
1.643999999999929e+00	9.948277e-01
1.644999999999929e+00	9.949783e-01
1.645999999999929e+00	9.958170e-01
1.646999999999929e+00	9.956656e-01
1.647999999999929e+00	9.964591e-01
1.648999999999929e+00	9.968250e-01
1.649999999999928e+00	9.969366e-01
1.650999999999928e+00	9.968489e-01
1.651999999999928e+00	9.972408e-01
1.652999999999928e+00	9.971429e-01
1.653999999999928e+00	9.976298e-01
1.654999999999928e+00	9.980215e-01
1.655999999999928e+00	9.981779e-01
1.656999999999928e+00	9.982466e-01
1.657999999999928e+00	9.984623e-01
1.658999999999927e+00	9.987796e-01
1.659999999999927e+00	9.992345e-01
1.660999999999927e+00	9.999463e-01
1.661999999999927e+00	1.000244e+00
1.662999999999927e+00	1.000223e+00
1.663999999999927e+00	1.000483e+00
1.664999999999927e+00	1.000405e+00
1.665999999999927e+00	1.001310e+00
1.666999999999927e+00	1.001190e+00
1.667999999999926e+00	1.001153e+00
1.668999999999926e+00	1.001525e+00
1.669999999999926e+00	1.002026e+00
1.670999999999926e+00	1.002158e+00
1.671999999999926e+00	1.002671e+00
1.672999999999926e+00	1.002615e+00
1.673999999999926e+00	1.003015e+00
1.674999999999926e+00	1.003692e+00
1.675999999999926e+00	1.003779e+00
1.676999999999925e+00	1.003649e+00
1.677999999999925e+00	1.003894e+00
1.678999999999925e+00	1.003999e+00
1.679999999999925e+00	1.004999e+00
1.680999999999925e+00	1.004878e+00
1.681999999999925e+00	1.005440e+00
1.682999999999925e+00	1.005398e+00
1.683999999999925e+00	1.005752e+00
1.684999999999925e+00	1.006164e+00
1.685999999999924e+00	1.005908e+00
1.686999999999924e+00	1.006408e+00
1.687999999999924e+00	1.006397e+00
1.688999999999924e+00	1.007043e+00
1.689999999999924e+00	1.007135e+00
1.690999999999924e+00	1.007147e+00
1.691999999999924e+00	1.008021e+00
1.692999999999924e+00	1.008328e+00
1.693999999999924e+00	1.007961e+00
1.694999999999923e+00	1.008193e+00
1.695999999999923e+00	1.008789e+00
1.696999999999923e+00	1.008879e+00
1.697999999999923e+00	1.009763e+00
1.698999999999923e+00	1.009939e+00
1.699999999999923e+00	1.009747e+00
1.700999999999923e+00	1.010305e+00
1.701999999999923e+00	1.010399e+00
1.702999999999923e+00	1.010591e+00
1.703999999999922e+00	1.010720e+00
1.704999999999922e+00	1.011129e+00
1.705999999999922e+00	1.011385e+00
1.706999999999922e+00	1.011567e+00
1.707999999999922e+00	1.011679e+00
1.708999999999922e+00	1.011961e+00
1.709999999999922e+00	1.011797e+00
1.710999999999922e+00	1.011750e+00
1.711999999999922e+00	1.012485e+00
1.712999999999921e+00	1.012244e+00
1.713999999999921e+00	1.012885e+00
1.714999999999921e+00	1.012660e+00
1.715999999999921e+00	1.013593e+00
1.716999999999921e+00	1.013084e+00
1.717999999999921e+00	1.013618e+00
1.718999999999921e+00	1.014332e+00
1.719999999999921e+00	1.014248e+00
1.720999999999921e+00	1.014087e+00
1.721999999999920e+00	1.014556e+00
1.722999999999920e+00	1.014958e+00
1.723999999999920e+00	1.015179e+00
1.724999999999920e+00	1.015531e+00
1.725999999999920e+00	1.016102e+00
1.726999999999920e+00	1.015768e+00
1.727999999999920e+00	1.016363e+00
1.728999999999920e+00	1.016940e+00
1.729999999999920e+00	1.016878e+00
1.730999999999919e+00	1.017106e+00
1.731999999999919e+00	1.016941e+00
1.732999999999919e+00	1.017515e+00
1.733999999999919e+00	1.017594e+00
