time	Id(Mp1)	Id(Mp2)	Id(Mp3)
2.000000000000000e-05	2.147341e-05	2.197450e-05	3.418422e-05
2.007739124866285e-05	2.148563e-05	2.192472e-05	3.410890e-05
2.023217374598856e-05	2.147797e-05	2.188472e-05	3.404821e-05
2.051935115015028e-05	2.143329e-05	2.183544e-05	3.397319e-05
2.109370595847373e-05	2.134809e-05	2.174157e-05	3.383026e-05
2.207026845847373e-05	2.125486e-05	2.163900e-05	3.367406e-05
2.304683095847373e-05	2.116472e-05	2.154000e-05	3.352330e-05
2.402339345847374e-05	2.107038e-05	2.143653e-05	3.336571e-05
2.499995595847374e-05	2.098697e-05	2.134516e-05	3.322655e-05
2.597651845847374e-05	2.091470e-05	2.126605e-05	3.310604e-05
2.609858877097374e-05	2.091056e-05	2.126154e-05	3.309916e-05
2.634272939597374e-05	2.090007e-05	2.125009e-05	3.308172e-05
2.683101064597374e-05	2.086705e-05	2.121399e-05	3.302673e-05
2.780757314597374e-05	2.083201e-05	2.117572e-05	3.296843e-05
2.878413564597374e-05	2.080574e-05	2.114703e-05	3.292473e-05
2.976069814597374e-05	2.077741e-05	2.111610e-05	3.287761e-05
3.073726064597374e-05	2.075744e-05	2.109430e-05	3.284440e-05
3.171382314597374e-05	2.074413e-05	2.107979e-05	3.282228e-05
3.269038564597374e-05	2.073537e-05	2.107023e-05	3.280772e-05
3.366694814597374e-05	2.073055e-05	2.106498e-05	3.279971e-05
3.464351064597374e-05	2.072791e-05	2.106209e-05	3.279532e-05
3.562007314597374e-05	2.072645e-05	2.106050e-05	3.279289e-05
3.757319814597374e-05	2.072520e-05	2.105914e-05	3.279082e-05
4.050288564597375e-05	2.072470e-05	2.105859e-05	3.278999e-05
4.343257314597375e-05	2.072449e-05	2.105837e-05	3.278964e-05
4.636226064597375e-05	2.072440e-05	2.105827e-05	3.278949e-05
4.873391243168804e-05	2.072436e-05	2.105822e-05	3.278942e-05
5.110556421740232e-05	2.072433e-05	2.105819e-05	3.278937e-05
5.347721600311661e-05	2.072431e-05	2.105816e-05	3.278933e-05
5.584886778883090e-05	2.072429e-05	2.105815e-05	3.278931e-05
5.822051957454519e-05	2.072429e-05	2.105814e-05	3.278930e-05
6.059217136025948e-05	2.072429e-05	2.105814e-05	3.278930e-05
6.296382314597376e-05	2.072430e-05	2.105815e-05	3.278932e-05
6.659105528883091e-05	2.072430e-05	2.105815e-05	3.278932e-05
7.021828743168805e-05	2.072430e-05	2.105815e-05	3.278932e-05
7.384551957454521e-05	2.072430e-05	2.105815e-05	3.278932e-05
7.747275171740235e-05	2.072430e-05	2.105815e-05	3.278932e-05
8.109998386025950e-05	2.072430e-05	2.105815e-05	3.278932e-05
8.472721600311664e-05	2.072430e-05	2.105815e-05	3.278932e-05
8.835444814597378e-05	2.072430e-05	2.105815e-05	3.278932e-05
9.644596600311665e-05	2.072430e-05	2.105815e-05	3.278932e-05
1.045374838602595e-04	2.072430e-05	2.105815e-05	3.278932e-05
1.126290017174024e-04	2.072430e-05	2.105815e-05	3.278932e-05
1.207205195745452e-04	2.072430e-05	2.105815e-05	3.278932e-05
1.288120374316881e-04	2.072430e-05	2.105815e-05	3.278932e-05
1.369035552888310e-04	2.072430e-05	2.105815e-05	3.278932e-05
1.449950731459738e-04	2.072430e-05	2.105815e-05	3.278932e-05
9.643310106459745e-04	2.072430e-05	2.105815e-05	3.278932e-05
9.994872606459719e-04	2.072490e-05	2.105881e-05	3.279031e-05
1.000000000000000e-03	2.072613e-05	2.106015e-05	3.279236e-05
